Name	Type	Microbiome	Sample_accession	Comments	Study_accession
	amplicon	horse	SRR14024460		PRJNA715971
	amplicon	horse	SRR14024461		PRJNA715971
	amplicon	horse	SRR14024462		PRJNA715971
	amplicon	horse	SRR14024463		PRJNA715971
	amplicon	horse	SRR14024464		PRJNA715971
	amplicon	horse	SRR14024465		PRJNA715971
	amplicon	horse	SRR14024466		PRJNA715971
	amplicon	horse	SRR14024467		PRJNA715971
	amplicon	horse	SRR14024468		PRJNA715971
	amplicon	horse	SRR14024469		PRJNA715971
	amplicon	horse	SRR14024470		PRJNA715971
	amplicon	horse	SRR14024471		PRJNA715971
	amplicon	horse	SRR14024472		PRJNA715971
	amplicon	horse	SRR14024473		PRJNA715971
	amplicon	horse	SRR14024474		PRJNA715971
	amplicon	horse	SRR14024475		PRJNA715971
	amplicon	horse	SRR14024476		PRJNA715971
	amplicon	horse	SRR14024477		PRJNA715971
	amplicon	horse	SRR14024478		PRJNA715971
	amplicon	horse	SRR14024479		PRJNA715971
	amplicon	horse	SRR14024480		PRJNA715971
	amplicon	horse	SRR14024481		PRJNA715971
	amplicon	horse	SRR14024482		PRJNA715971
	amplicon	horse	SRR14024483		PRJNA715971
	amplicon	horse	SRR14024484		PRJNA715971
	amplicon	horse	SRR14024485		PRJNA715971
	amplicon	horse	SRR14024486		PRJNA715971
	amplicon	horse	SRR14024487		PRJNA715971
	amplicon	horse	SRR14024488		PRJNA715971
	amplicon	horse	SRR14024489		PRJNA715971
	amplicon	horse	SRR14024490		PRJNA715971
	amplicon	horse	SRR14024491		PRJNA715971
	amplicon	horse	SRR14024492		PRJNA715971
	amplicon	horse	SRR14024493		PRJNA715971
	amplicon	horse	SRR14024494		PRJNA715971
	amplicon	horse	SRR14024495		PRJNA715971
	amplicon	horse	SRR14024496		PRJNA715971
	amplicon	horse	SRR14024497		PRJNA715971
	amplicon	horse	SRR14024498		PRJNA715971
	amplicon	horse	SRR14024499		PRJNA715971
	amplicon	horse	SRR14024500		PRJNA715971
	amplicon	horse	SRR14024501		PRJNA715971
	amplicon	horse	SRR14024502		PRJNA715971
	amplicon	horse	SRR14024503		PRJNA715971
	amplicon	horse	SRR14024504		PRJNA715971
	amplicon	horse	SRR14024505		PRJNA715971
	amplicon	horse	SRR14024506		PRJNA715971
	amplicon	horse	SRR14024507		PRJNA715971
	amplicon	horse	SRR14024508		PRJNA715971
	amplicon	horse	SRR14024509		PRJNA715971
	amplicon	horse	SRR14024510		PRJNA715971
	amplicon	horse	SRR14024511		PRJNA715971
	amplicon	horse	SRR14024512		PRJNA715971
	amplicon	horse	SRR14024513		PRJNA715971
	amplicon	horse	SRR14024514		PRJNA715971
	amplicon	horse	SRR14024515		PRJNA715971
	amplicon	horse	SRR14024516		PRJNA715971
	amplicon	horse	SRR14024517		PRJNA715971
	amplicon	horse	SRR14024518		PRJNA715971
	amplicon	horse	SRR14024519		PRJNA715971
	amplicon	horse	SRR14024520		PRJNA715971
	amplicon	horse	SRR14024521		PRJNA715971
	amplicon	horse	SRR14024522		PRJNA715971
	amplicon	horse	SRR14024523		PRJNA715971
	amplicon	horse	SRR14024524		PRJNA715971
	amplicon	horse	SRR14024525		PRJNA715971
	amplicon	horse	SRR14024526		PRJNA715971
	amplicon	horse	SRR14024527		PRJNA715971
	amplicon	horse	SRR14024528		PRJNA715971
	amplicon	horse	SRR14024529		PRJNA715971
	amplicon	horse	SRR14024530		PRJNA715971
	amplicon	horse	SRR14024531		PRJNA715971
	amplicon	horse	SRR14024532		PRJNA715971
	amplicon	horse	SRR14024533		PRJNA715971
	amplicon	horse	SRR14024534		PRJNA715971
	amplicon	horse	SRR14024535		PRJNA715971
	amplicon	horse	SRR14024536		PRJNA715971
	amplicon	horse	SRR14024537		PRJNA715971
	amplicon	horse	SRR14024538		PRJNA715971
	amplicon	horse	SRR14024539		PRJNA715971
	amplicon	horse	SRR14024540		PRJNA715971
	amplicon	horse	SRR14024541		PRJNA715971
	amplicon	horse	SRR14024542		PRJNA715971
	amplicon	horse	SRR14024543		PRJNA715971
	amplicon	horse	SRR14024544		PRJNA715971
	amplicon	horse	SRR14024545		PRJNA715971
	amplicon	horse	SRR14024546		PRJNA715971
	amplicon	horse	SRR14024547		PRJNA715971
	amplicon	horse	SRR14024548		PRJNA715971
	amplicon	horse	SRR14024549		PRJNA715971
	amplicon	horse	SRR14024550		PRJNA715971
	amplicon	horse	SRR14024551		PRJNA715971
	amplicon	horse	SRR14024552		PRJNA715971
	amplicon	horse	SRR14024553		PRJNA715971
	amplicon	horse	SRR14024554		PRJNA715971
	amplicon	horse	SRR14024555		PRJNA715971
	amplicon	horse	SRR14024556		PRJNA715971
	amplicon	horse	SRR14024557		PRJNA715971
	amplicon	horse	SRR14024558		PRJNA715971
	amplicon	horse	SRR14024559		PRJNA715971
	amplicon	horse	SRR14024560		PRJNA715971
	amplicon	horse	SRR14024561		PRJNA715971
	amplicon	horse	SRR14024562		PRJNA715971
	amplicon	horse	SRR14024563		PRJNA715971
	amplicon	horse	SRR14024564		PRJNA715971
	amplicon	horse	SRR14024565		PRJNA715971
	amplicon	horse	SRR14024566		PRJNA715971
	amplicon	horse	SRR14024567		PRJNA715971
	amplicon	horse	SRR14024568		PRJNA715971
	amplicon	horse	SRR14024569		PRJNA715971
	amplicon	horse	SRR14024573		PRJNA715971
	amplicon	horse	SRR14024574		PRJNA715971
	amplicon	horse	SRR14024576		PRJNA715971
	amplicon	horse	SRR14024577		PRJNA715971
	amplicon	horse	SRR14024578		PRJNA715971
	amplicon	horse	SRR14024583		PRJNA715971
	amplicon	horse	SRR14024587		PRJNA715971
	amplicon	horse	SRR14024588		PRJNA715971
	amplicon	horse	SRR14024589		PRJNA715971
	amplicon	horse	SRR14024590		PRJNA715971
	amplicon	horse	SRR14024591		PRJNA715971
	amplicon	horse	SRR14024592		PRJNA715971
	amplicon	horse	SRR14024593		PRJNA715971
	amplicon	horse	SRR14024594		PRJNA715971
	amplicon	horse	SRR14024595		PRJNA715971
	amplicon	horse	SRR14024596		PRJNA715971
	amplicon	horse	SRR14024597		PRJNA715971
	amplicon	horse	SRR14024598		PRJNA715971
	amplicon	horse	SRR14024599		PRJNA715971
	amplicon	horse	SRR14024600		PRJNA715971
	amplicon	horse	SRR14024601		PRJNA715971
	amplicon	horse	SRR14024602		PRJNA715971
	amplicon	horse	SRR14024603		PRJNA715971
	amplicon	horse	SRR14024604		PRJNA715971
	amplicon	horse	SRR14024605		PRJNA715971
	amplicon	horse	SRR14024606		PRJNA715971
	amplicon	horse	SRR14024607		PRJNA715971
	amplicon	horse	SRR14024608		PRJNA715971
	amplicon	horse	SRR14024609		PRJNA715971
	amplicon	horse	SRR14024610		PRJNA715971
	amplicon	horse	SRR14024611		PRJNA715971
	amplicon	horse	SRR14024612		PRJNA715971
	amplicon	horse	SRR14024613		PRJNA715971
	amplicon	horse	SRR14024614		PRJNA715971
	amplicon	horse	SRR14024615		PRJNA715971
	amplicon	horse	SRR14024616		PRJNA715971
	amplicon	horse	SRR14024617		PRJNA715971
	amplicon	horse	SRR14024618		PRJNA715971
	amplicon	horse	SRR14024619		PRJNA715971
	amplicon	horse	SRR14024620		PRJNA715971
	amplicon	horse	SRR14024621		PRJNA715971
	amplicon	horse	SRR14024622		PRJNA715971
	amplicon	horse	SRR14024623		PRJNA715971
	amplicon	horse	SRR14024624		PRJNA715971
	amplicon	horse	SRR14024625		PRJNA715971
	amplicon	horse	SRR14024626		PRJNA715971
	amplicon	horse	SRR14024627		PRJNA715971
	amplicon	horse	SRR14024628		PRJNA715971
	amplicon	horse	SRR14024629		PRJNA715971
	amplicon	horse	SRR14024630		PRJNA715971
	amplicon	horse	SRR14024631		PRJNA715971
	amplicon	horse	SRR14024632		PRJNA715971
	amplicon	horse	SRR14024633		PRJNA715971
	amplicon	horse	SRR14024634		PRJNA715971
	amplicon	horse	SRR14024635		PRJNA715971
	amplicon	horse	SRR14024636		PRJNA715971
	amplicon	horse	SRR14024637		PRJNA715971
	amplicon	sheep	SRR14342142		PRJNA723543
	amplicon	sheep	SRR14342143		PRJNA723543
	amplicon	sheep	SRR14342144		PRJNA723543
	amplicon	sheep	SRR14342145		PRJNA723543
	amplicon	sheep	SRR14342146		PRJNA723543
	amplicon	sheep	SRR14342147		PRJNA723543
	amplicon	sheep	SRR14342148		PRJNA723543
	amplicon	sheep	SRR14342149		PRJNA723543
	amplicon	sheep	SRR14342150		PRJNA723543
	amplicon	sheep	SRR14342151		PRJNA723543
	amplicon	sheep	SRR14342152		PRJNA723543
	amplicon	sheep	SRR14342153		PRJNA723543
	amplicon	sheep	SRR14342154		PRJNA723543
	amplicon	sheep	SRR14342155		PRJNA723543
	amplicon	sheep	SRR14342156		PRJNA723543
	amplicon	sheep	SRR14342157		PRJNA723543
	amplicon	sheep	SRR14342158		PRJNA723543
	amplicon	sheep	SRR14342159		PRJNA723543
	amplicon	sheep	SRR14342160		PRJNA723543
	amplicon	sheep	SRR14342161		PRJNA723543
	amplicon	sheep	SRR14342162		PRJNA723543
	amplicon	sheep	SRR14342163		PRJNA723543
	amplicon	sheep	SRR14342164		PRJNA723543
	amplicon	sheep	SRR14342165		PRJNA723543
	amplicon	sheep	SRR14342166		PRJNA723543
	amplicon	sheep	SRR14342167		PRJNA723543
	amplicon	sheep	SRR14342168		PRJNA723543
	amplicon	sheep	SRR14342169		PRJNA723543
	amplicon	sheep	SRR14342170		PRJNA723543
	amplicon	sheep	SRR14342171		PRJNA723543
	amplicon	sheep	SRR14342172		PRJNA723543
	amplicon	sheep	SRR14342173		PRJNA723543
	amplicon	sheep	SRR14342174		PRJNA723543
	amplicon	sheep	SRR14342175		PRJNA723543
	amplicon	sheep	SRR14342176		PRJNA723543
	amplicon	sheep	SRR14342177		PRJNA723543
	amplicon	sheep	SRR14342178		PRJNA723543
	amplicon	sheep	SRR14342179		PRJNA723543
	amplicon	sheep	SRR14342180		PRJNA723543
	amplicon	sheep	SRR14342181		PRJNA723543
	amplicon	sheep	SRR14342182		PRJNA723543
	amplicon	sheep	SRR14342183		PRJNA723543
	amplicon	sheep	SRR14342184		PRJNA723543
	amplicon	sheep	SRR14342185		PRJNA723543
	amplicon	sheep	SRR14342186		PRJNA723543
	amplicon	sheep	SRR14342187		PRJNA723543
	amplicon	sheep	SRR14342188		PRJNA723543
	amplicon	sheep	SRR14342189		PRJNA723543
	amplicon	sheep	SRR14342190		PRJNA723543
	amplicon	sheep	SRR14342191		PRJNA723543
	amplicon	sheep	SRR14342192		PRJNA723543
	amplicon	sheep	SRR14342193		PRJNA723543
	amplicon	sheep	SRR14342194		PRJNA723543
	amplicon	sheep	SRR14342195		PRJNA723543
	amplicon	sheep	SRR14342196		PRJNA723543
	amplicon	sheep	SRR14342197		PRJNA723543
	amplicon	sheep	SRR14342198		PRJNA723543
	amplicon	sheep	SRR14342199		PRJNA723543
	amplicon	sheep	SRR14342200		PRJNA723543
	amplicon	sheep	SRR14342201		PRJNA723543
	amplicon	sheep	SRR14342202		PRJNA723543
	amplicon	sheep	SRR14342203		PRJNA723543
	amplicon	sheep	SRR14342204		PRJNA723543
	amplicon	sheep	SRR14342205		PRJNA723543
	amplicon	sheep	SRR14342206		PRJNA723543
	amplicon	sheep	SRR14342207		PRJNA723543
	amplicon	sheep	SRR14342208		PRJNA723543
	amplicon	sheep	SRR14342209		PRJNA723543
	amplicon	sheep	SRR14342210		PRJNA723543
	amplicon	sheep	SRR14342211		PRJNA723543
	amplicon	sheep	SRR14342212		PRJNA723543
	amplicon	sheep	SRR14342213		PRJNA723543
	amplicon	sheep	SRR14342214		PRJNA723543
	amplicon	sheep	SRR14342215		PRJNA723543
	amplicon	sheep	SRR14342216		PRJNA723543
	amplicon	sheep	SRR14342217		PRJNA723543
	amplicon	sheep	SRR14342218		PRJNA723543
	amplicon	sheep	SRR14342219		PRJNA723543
	amplicon	sheep	SRR14342220		PRJNA723543
	amplicon	sheep	SRR14342221		PRJNA723543
	amplicon	sheep	SRR14342222		PRJNA723543
	amplicon	sheep	SRR14342223		PRJNA723543
	amplicon	sheep	SRR14342224		PRJNA723543
	amplicon	sheep	SRR14342225		PRJNA723543
	amplicon	sheep	SRR14342226		PRJNA723543
	amplicon	sheep	SRR14342227		PRJNA723543
	amplicon	sheep	SRR14342228		PRJNA723543
	amplicon	sheep	SRR14342229		PRJNA723543
	amplicon	sheep	SRR14342230		PRJNA723543
	amplicon	sheep	SRR14342231		PRJNA723543
	amplicon	sheep	SRR14342232		PRJNA723543
	amplicon	sheep	SRR14342233		PRJNA723543
	amplicon	sheep	SRR14342234		PRJNA723543
	amplicon	sheep	SRR14342235		PRJNA723543
	amplicon	sheep	SRR14342236		PRJNA723543
	amplicon	sheep	SRR14342237		PRJNA723543
	amplicon	sheep	SRR14342238		PRJNA723543
	amplicon	sheep	SRR14342239		PRJNA723543
	amplicon	sheep	SRR14342240		PRJNA723543
	amplicon	sheep	SRR14342241		PRJNA723543
	amplicon	sheep	SRR14342242		PRJNA723543
	amplicon	sheep	SRR14342243		PRJNA723543
	amplicon	sheep	SRR14342244		PRJNA723543
	amplicon	sheep	SRR14342245		PRJNA723543
	amplicon	sheep	SRR14342246		PRJNA723543
	amplicon	sheep	SRR14342247		PRJNA723543
	amplicon	sheep	SRR14342248		PRJNA723543
	amplicon	sheep	SRR14342249		PRJNA723543
	amplicon	sheep	SRR14342250		PRJNA723543
	amplicon	sheep	SRR14342251		PRJNA723543
	amplicon	sheep	SRR14342252		PRJNA723543
	amplicon	sheep	SRR14342253		PRJNA723543
	amplicon	sheep	SRR14342254		PRJNA723543
	amplicon	sheep	SRR14342255		PRJNA723543
	amplicon	sheep	SRR14342256		PRJNA723543
	amplicon	sheep	SRR14342257		PRJNA723543
	amplicon	sheep	SRR14342258		PRJNA723543
	amplicon	sheep	SRR14342259		PRJNA723543
	amplicon	sheep	SRR14342260		PRJNA723543
	amplicon	sheep	SRR14342261		PRJNA723543
	amplicon	sheep	SRR14342262		PRJNA723543
	amplicon	sheep	SRR14342263		PRJNA723543
	amplicon	sheep	SRR14342264		PRJNA723543
	amplicon	sheep	SRR14342265		PRJNA723543
	amplicon	sheep	SRR14342266		PRJNA723543
	amplicon	sheep	SRR14342267		PRJNA723543
	amplicon	sheep	SRR14342268		PRJNA723543
	amplicon	sheep	SRR14342269		PRJNA723543
	amplicon	sheep	SRR14342270		PRJNA723543
	amplicon	sheep	SRR14342271		PRJNA723543
	amplicon	sheep	SRR14342272		PRJNA723543
	amplicon	sheep	SRR14342273		PRJNA723543
	amplicon	sheep	SRR14342274		PRJNA723543
	amplicon	sheep	SRR14342275		PRJNA723543
	amplicon	sheep	SRR14342276		PRJNA723543
	amplicon	sheep	SRR14342277		PRJNA723543
	amplicon	sheep	SRR14342278		PRJNA723543
	amplicon	sheep	SRR14342279		PRJNA723543
	amplicon	sheep	SRR14342280		PRJNA723543
	amplicon	sheep	SRR14342281		PRJNA723543
	amplicon	sheep	SRR14342282		PRJNA723543
	amplicon	sheep	SRR14342283		PRJNA723543
	amplicon	sheep	SRR14342284		PRJNA723543
	amplicon	sheep	SRR14342285		PRJNA723543
	amplicon	sheep	SRR14342286		PRJNA723543
	amplicon	sheep	SRR14342287		PRJNA723543
	amplicon	sheep	SRR14342288		PRJNA723543
	amplicon	sheep	SRR14342289		PRJNA723543
	amplicon	sheep	SRR14342290		PRJNA723543
	amplicon	sheep	SRR14342291		PRJNA723543
	amplicon	sheep	SRR14342292		PRJNA723543
	amplicon	sheep	SRR14342293		PRJNA723543
	amplicon	sheep	SRR14342294		PRJNA723543
	amplicon	sheep	SRR14342295		PRJNA723543
	amplicon	sheep	SRR14342296		PRJNA723543
	amplicon	sheep	SRR14342297		PRJNA723543
	amplicon	sheep	SRR14342298		PRJNA723543
	amplicon	sheep	SRR14342299		PRJNA723543
	amplicon	sheep	SRR14342300		PRJNA723543
	amplicon	sheep	SRR14342301		PRJNA723543
	amplicon	sheep	SRR14342302		PRJNA723543
	amplicon	sheep	SRR14342303		PRJNA723543
	amplicon	sheep	SRR14342304		PRJNA723543
	amplicon	sheep	SRR14342305		PRJNA723543
	amplicon	sheep	SRR14342306		PRJNA723543
	amplicon	sheep	SRR14342307		PRJNA723543
	amplicon	sheep	SRR14342308		PRJNA723543
	amplicon	sheep	SRR14342309		PRJNA723543
	amplicon	sheep	SRR14342310		PRJNA723543
	amplicon	sheep	SRR14342311		PRJNA723543
	amplicon	sheep	SRR14342312		PRJNA723543
	amplicon	sheep	SRR14342313		PRJNA723543
	amplicon	sheep	SRR14342314		PRJNA723543
	amplicon	sheep	SRR14342315		PRJNA723543
	amplicon	sheep	SRR14342316		PRJNA723543
	amplicon	sheep	SRR14342317		PRJNA723543
	amplicon	sheep	SRR14342318		PRJNA723543
	amplicon	sheep	SRR14342319		PRJNA723543
	amplicon	sheep	SRR14342320		PRJNA723543
	amplicon	sheep	SRR14342321		PRJNA723543
	amplicon	sheep	SRR14342322		PRJNA723543
	amplicon	sheep	SRR14342323		PRJNA723543
	amplicon	sheep	SRR14342324		PRJNA723543
	amplicon	sheep	SRR14342325		PRJNA723543
	amplicon	sheep	SRR14342326		PRJNA723543
	amplicon	sheep	SRR14342327		PRJNA723543
	amplicon	sheep	SRR14342328		PRJNA723543
	amplicon	sheep	SRR14342329		PRJNA723543
	amplicon	sheep	SRR14342330		PRJNA723543
	amplicon	sheep	SRR14342331		PRJNA723543
	amplicon	sheep	SRR14342332		PRJNA723543
	amplicon	sheep	SRR14342333		PRJNA723543
	amplicon	sheep	SRR14342334		PRJNA723543
	amplicon	sheep	SRR14342335		PRJNA723543
	amplicon	sheep	SRR14342336		PRJNA723543
	amplicon	sheep	SRR14342337		PRJNA723543
	amplicon	sheep	SRR14342338		PRJNA723543
	amplicon	sheep	SRR14342339		PRJNA723543
	amplicon	sheep	SRR14342340		PRJNA723543
	amplicon	sheep	SRR14342341		PRJNA723543
	amplicon	sheep	SRR14342342		PRJNA723543
	amplicon	sheep	SRR14342343		PRJNA723543
	amplicon	sheep	SRR14342344		PRJNA723543
	amplicon	sheep	SRR14342345		PRJNA723543
	amplicon	sheep	SRR14342346		PRJNA723543
	amplicon	sheep	SRR14342347		PRJNA723543
	amplicon	sheep	SRR14342348		PRJNA723543
	amplicon	sheep	SRR14342349		PRJNA723543
	amplicon	sheep	SRR14342350		PRJNA723543
	amplicon	sheep	SRR14342351		PRJNA723543
	amplicon	sheep	SRR14342352		PRJNA723543
	amplicon	sheep	SRR14342353		PRJNA723543
	amplicon	sheep	SRR14342354		PRJNA723543
	amplicon	sheep	SRR14342355		PRJNA723543
	amplicon	sheep	SRR14342356		PRJNA723543
	amplicon	sheep	SRR14342357		PRJNA723543
	amplicon	sheep	SRR14342358		PRJNA723543
	amplicon	sheep	SRR14342359		PRJNA723543
	amplicon	sheep	SRR14342360		PRJNA723543
	amplicon	sheep	SRR14342361		PRJNA723543
	amplicon	sheep	SRR14342362		PRJNA723543
	amplicon	sheep	SRR14342363		PRJNA723543
	amplicon	sheep	SRR14342364		PRJNA723543
	amplicon	sheep	SRR14342365		PRJNA723543
	amplicon	sheep	SRR14342366		PRJNA723543
	amplicon	sheep	SRR14342367		PRJNA723543
	amplicon	sheep	SRR14342368		PRJNA723543
	amplicon	sheep	SRR14342369		PRJNA723543
	amplicon	sheep	SRR14342370		PRJNA723543
	amplicon	sheep	SRR14342371		PRJNA723543
	amplicon	sheep	SRR14342372		PRJNA723543
	amplicon	sheep	SRR14342373		PRJNA723543
	amplicon	sheep	SRR14342374		PRJNA723543
	amplicon	sheep	SRR14342375		PRJNA723543
	amplicon	sheep	SRR14342376		PRJNA723543
	amplicon	sheep	SRR14342377		PRJNA723543
	amplicon	sheep	SRR14342378		PRJNA723543
	amplicon	sheep	SRR14342379		PRJNA723543
	amplicon	sheep	SRR14342380		PRJNA723543
	amplicon	sheep	SRR14342381		PRJNA723543
	amplicon	sheep	SRR14342382		PRJNA723543
	amplicon	sheep	SRR14342383		PRJNA723543
	amplicon	sheep	SRR14342384		PRJNA723543
	amplicon	sheep	SRR14342385		PRJNA723543
	amplicon	sheep	SRR14342386		PRJNA723543
	amplicon	sheep	SRR14342387		PRJNA723543
	amplicon	sheep	SRR14342388		PRJNA723543
	amplicon	sheep	SRR14342389		PRJNA723543
	amplicon	sheep	SRR14342390		PRJNA723543
	amplicon	sheep	SRR14342391		PRJNA723543
	amplicon	sheep	SRR14342392		PRJNA723543
	amplicon	sheep	SRR14342393		PRJNA723543
	amplicon	sheep	SRR14342394		PRJNA723543
	amplicon	sheep	SRR14342395		PRJNA723543
	amplicon	sheep	SRR14342396		PRJNA723543
	amplicon	sheep	SRR14342397		PRJNA723543
	amplicon	sheep	SRR14342398		PRJNA723543
	amplicon	sheep	SRR14342399		PRJNA723543
	amplicon	sheep	SRR14342400		PRJNA723543
	amplicon	sheep	SRR14342401		PRJNA723543
	amplicon	sheep	SRR14342402		PRJNA723543
	amplicon	sheep	SRR14342403		PRJNA723543
	amplicon	sheep	SRR14342404		PRJNA723543
	amplicon	sheep	SRR14342405		PRJNA723543
	amplicon	sheep	SRR14342406		PRJNA723543
	amplicon	sheep	SRR14342407		PRJNA723543
	amplicon	sheep	SRR14342408		PRJNA723543
	amplicon	sheep	SRR14342409		PRJNA723543
	amplicon	sheep	SRR14342410		PRJNA723543
	amplicon	sheep	SRR14342411		PRJNA723543
	amplicon	sheep	SRR14342412		PRJNA723543
	amplicon	sheep	SRR14342413		PRJNA723543
	amplicon	sheep	SRR14342414		PRJNA723543
	amplicon	sheep	SRR14342415		PRJNA723543
	amplicon	sheep	SRR14342416		PRJNA723543
	amplicon	sheep	SRR14342417		PRJNA723543
	amplicon	sheep	SRR14342418		PRJNA723543
	amplicon	sheep	SRR14342419		PRJNA723543
	amplicon	sheep	SRR14342420		PRJNA723543
	amplicon	sheep	SRR14342421		PRJNA723543
	amplicon	sheep	SRR14342422		PRJNA723543
	amplicon	sheep	SRR14342423		PRJNA723543
	amplicon	sheep	SRR14342424		PRJNA723543
	amplicon	sheep	SRR14342425		PRJNA723543
	amplicon	sheep	SRR14342426		PRJNA723543
	amplicon	sheep	SRR14342427		PRJNA723543
	amplicon	sheep	SRR14342428		PRJNA723543
	amplicon	sheep	SRR14342429		PRJNA723543
	amplicon	sheep	SRR14342430		PRJNA723543
	amplicon	sheep	SRR14342431		PRJNA723543
	amplicon	sheep	SRR14342432		PRJNA723543
	amplicon	sheep	SRR14342433		PRJNA723543
	amplicon	sheep	SRR14342434		PRJNA723543
	amplicon	sheep	SRR14342435		PRJNA723543
	amplicon	sheep	SRR14342436		PRJNA723543
	amplicon	sheep	SRR14342437		PRJNA723543
	amplicon	sheep	SRR14342438		PRJNA723543
	amplicon	sheep	SRR14342439		PRJNA723543
	amplicon	sheep	SRR14342440		PRJNA723543
	amplicon	sheep	SRR14342441		PRJNA723543
	amplicon	sheep	SRR14342442		PRJNA723543
	amplicon	sheep	SRR14342443		PRJNA723543
	amplicon	sheep	SRR14342444		PRJNA723543
	amplicon	sheep	SRR14342445		PRJNA723543
	amplicon	sheep	SRR14342446		PRJNA723543
	amplicon	sheep	SRR14342447		PRJNA723543
	amplicon	sheep	SRR14342448		PRJNA723543
	amplicon	sheep	SRR14342449		PRJNA723543
	amplicon	sheep	SRR14342450		PRJNA723543
	amplicon	sheep	SRR14342451		PRJNA723543
	amplicon	sheep	SRR14342452		PRJNA723543
	amplicon	sheep	SRR14342453		PRJNA723543
	amplicon	sheep	SRR14342454		PRJNA723543
	amplicon	sheep	SRR14342455		PRJNA723543
	amplicon	sheep	SRR14342456		PRJNA723543
	amplicon	sheep	SRR14342457		PRJNA723543
	amplicon	sheep	SRR14342458		PRJNA723543
	amplicon	sheep	SRR14342459		PRJNA723543
	amplicon	sheep	SRR14342460		PRJNA723543
	amplicon	sheep	SRR14342461		PRJNA723543
	amplicon	sheep	SRR14342462		PRJNA723543
	amplicon	sheep	SRR14342463		PRJNA723543
	amplicon	sheep	SRR14342464		PRJNA723543
	amplicon	sheep	SRR14342465		PRJNA723543
	amplicon	sheep	SRR14342466		PRJNA723543
	amplicon	sheep	SRR14342467		PRJNA723543
	amplicon	sheep	SRR14342468		PRJNA723543
	amplicon	sheep	SRR14342469		PRJNA723543
	amplicon	sheep	SRR14342470		PRJNA723543
	amplicon	sheep	SRR14342471		PRJNA723543
	amplicon	sheep	SRR14342472		PRJNA723543
	amplicon	sheep	SRR14342473		PRJNA723543
	amplicon	sheep	SRR14342474		PRJNA723543
	amplicon	sheep	SRR14342475		PRJNA723543
	amplicon	sheep	SRR14342476		PRJNA723543
	amplicon	sheep	SRR14342477		PRJNA723543
	amplicon	sheep	SRR14342478		PRJNA723543
	amplicon	sheep	SRR14342479		PRJNA723543
	amplicon	sheep	SRR14342480		PRJNA723543
	amplicon	sheep	SRR14342481		PRJNA723543
	amplicon	sheep	SRR14342482		PRJNA723543
	amplicon	sheep	SRR14342483		PRJNA723543
	amplicon	sheep	SRR14342484		PRJNA723543
	amplicon	sheep	SRR14342485		PRJNA723543
	amplicon	sheep	SRR14342486		PRJNA723543
	amplicon	sheep	SRR14342487		PRJNA723543
	amplicon	sheep	SRR14342488		PRJNA723543
	amplicon	sheep	SRR14342489		PRJNA723543
	amplicon	sheep	SRR14342490		PRJNA723543
	amplicon	sheep	SRR14342491		PRJNA723543
	amplicon	sheep	SRR14342492		PRJNA723543
	amplicon	sheep	SRR14342493		PRJNA723543
	amplicon	sheep	SRR14342494		PRJNA723543
	amplicon	sheep	SRR14342495		PRJNA723543
	amplicon	sheep	SRR14342496		PRJNA723543
	amplicon	sheep	SRR14342497		PRJNA723543
	amplicon	sheep	SRR14342498		PRJNA723543
	amplicon	sheep	SRR14342499		PRJNA723543
	amplicon	sheep	SRR14342500		PRJNA723543
	amplicon	sheep	SRR14342501		PRJNA723543
	amplicon	sheep	SRR14342502		PRJNA723543
	amplicon	sheep	SRR14342503		PRJNA723543
	amplicon	sheep	SRR14342504		PRJNA723543
	amplicon	sheep	SRR14342505		PRJNA723543
	amplicon	sheep	SRR14342506		PRJNA723543
	amplicon	sheep	SRR14342507		PRJNA723543
	amplicon	sheep	SRR14342508		PRJNA723543
	amplicon	sheep	SRR14342509		PRJNA723543
	amplicon	sheep	SRR14342510		PRJNA723543
	amplicon	sheep	SRR14342511		PRJNA723543
	amplicon	sheep	SRR14342512		PRJNA723543
	amplicon	sheep	SRR14342513		PRJNA723543
	amplicon	sheep	SRR14342514		PRJNA723543
	amplicon	sheep	SRR14342515		PRJNA723543
	amplicon	sheep	SRR14342516		PRJNA723543
	amplicon	sheep	SRR14342517		PRJNA723543
	amplicon	sheep	SRR14342518		PRJNA723543
	amplicon	sheep	SRR14342519		PRJNA723543
	amplicon	sheep	SRR14342520		PRJNA723543
	amplicon	sheep	SRR14342521		PRJNA723543
	amplicon	sheep	SRR14342522		PRJNA723543
	amplicon	sheep	SRR14342523		PRJNA723543
	amplicon	sheep	SRR14342524		PRJNA723543
	amplicon	sheep	SRR14342525		PRJNA723543
	amplicon	sheep	SRR14342526		PRJNA723543
	amplicon	sheep	SRR14342527		PRJNA723543
	amplicon	sheep	SRR14342528		PRJNA723543
	amplicon	sheep	SRR14342529		PRJNA723543
	amplicon	sheep	SRR14342530		PRJNA723543
	amplicon	sheep	SRR14342531		PRJNA723543
	amplicon	sheep	SRR14342532		PRJNA723543
	amplicon	sheep	SRR14342533		PRJNA723543
	amplicon	sheep	SRR14342534		PRJNA723543
	amplicon	sheep	SRR14342535		PRJNA723543
	amplicon	sheep	SRR14342536		PRJNA723543
	amplicon	sheep	SRR14342537		PRJNA723543
	amplicon	sheep	SRR14342538		PRJNA723543
	amplicon	sheep	SRR14342539		PRJNA723543
