sample,genome_id,gene_id,marker_id,bits,evalue,fident
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000001.1,gdh,509,6.242e-162,0.56
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000001.1,extracellular_protease,69,3.222e-14,0.285
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000006.1,crt,160,4.928e-46,0.376
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000010.1,susC,703,2.033e-220,0.43
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000009.1,fadE,268,2.245e-80,0.425
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000007.1,susD,205,5.082e-58,0.37
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000004.1,lctB,73,1.769e-16,0.261
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000005.1,susD,139,2.479e-36,0.3
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000004.1,thl,271,1.026e-81,0.432
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000001.1,fwdA,46,3.785e-7,0.415
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000002.1,fadB,192,8.002e-56,0.407
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000003.1,fadB,133,2.351e-36,0.395
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000008.1,susC,327,1.288e-93,0.296
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000002.1,pepN,68,8.463e-14,0.297
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000004.1,mmcF,75,1.292e-15,0.283
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000007.1,etfB,132,2.058e-36,0.358
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000001.1,hbd,240,5.136e-73,0.482
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000002.1,cazy_GH13,98,2.746e-23,0.294
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000002.1,fadE,199,1.794e-57,0.361
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000005.1,susC,484,3.418e-146,0.336
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000008.1,adh,48,1.878e-8,0.272
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000003.1,mmcF,168,1.204e-50,0.606
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000006.1,acs,738,1.562e-238,0.553
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000008.1,ilvE,248,1.17e-74,0.406
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000007.1,etfA,197,1.216e-57,0.403
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000007.1,susC,689,5.436e-214,0.403
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000001.1,susD,129,5.463e-33,0.278
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000005.1,oppB,201,2.643e-58,0.486
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000007.1,pepN,169,1.043e-44,0.289
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000005.1,bcd,345,3.578e-107,0.466
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000001.1,cat,259,1.03e-80,0.604
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000002.1,ilvE,66,4.795e-14,0.282
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000004.1,dtpT,324,1.792e-97,0.37
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000007.1,frhB,43,2.033e-7,0.383
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000006.1,adh,61,1.793e-12,0.278
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000009.1,bcd,365,1.016e-113,0.518
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000010.1,pepQ,138,2.575e-36,0.358
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000009.1,pta,162,1.363e-42,0.328
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000004.1,fadA,332,6.897e-103,0.47
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000005.1,dppC,184,1.152e-52,0.434
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000006.1,fadD,113,1.015e-27,0.25
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000001.1,cazy_GH13,128,2.562e-32,0.316
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000002.1,adh,72,7.096e-16,0.259
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000001.1,frhG,41,7.375e-6,0.358
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000001.1,rnfB,42,4.222e-6,0.365
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000002.1,agl,79,2.302e-17,0.268
FW_TWAS_rep_1,GCA_044230255.1,JBGARK010000007.1,acs,52,4.881e-9,0.216
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000004.1,aldh,44,1.656e-6,0.219
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000008.1,fadE,232,6.244e-68,0.43
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000007.1,susC,716,3.736e-224,0.417
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000001.1,mvhG,41,1.398e-6,0.454
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,pepT,68,3.398e-14,0.254
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000006.1,gapA,287,4.678e-88,0.468
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000008.1,pepN,67,2.599e-13,0.243
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,susC,449,4.012e-138,0.387
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000001.1,hydA,72,1.308e-15,0.276
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000003.1,ilvE,267,7.976e-81,0.42
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000001.1,frhB,40,4.84e-6,0.27
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000001.1,endopeptidase,44,4.379e-6,0.279
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000001.1,frhG,43,3.369e-7,0.328
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,pfkA,308,4.503e-96,0.516
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,acylglycerol_lipase,48,1.826e-8,0.275
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,pepQ,126,1.11e-32,0.285
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,mmcG,102,1.235e-27,0.433
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000007.1,dppB,122,5.546e-31,0.344
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000001.1,fadE,236,2.317e-67,0.384
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,cazy_GH13,233,4.764e-67,0.407
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000006.1,acs,753,7.199e-244,0.587
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,fadE,274,6.717e-83,0.417
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,fadB,169,1.993e-47,0.312
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,thl,410,1.164e-129,0.573
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,cazy_GH9,71,1.661e-14,0.328
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,ilvE,83,3.111e-20,0.34
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000004.1,cazy_GH13,74,2.887e-15,0.267
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,pyk,149,2.391e-42,0.4
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000006.1,gdh,465,4.446e-147,0.524
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000007.1,oppA,113,1.004e-27,0.25
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,agl,170,2.641e-46,0.294
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000008.1,mmcF,121,4.25e-30,0.461
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,sucD,328,4.088e-103,0.586
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000007.1,fadD,247,1.314e-71,0.34
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000007.1,lipase,50,4.578e-8,0.442
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000001.1,extracellular_protease,143,8.501e-37,0.347
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,glcP,206,4.18e-59,0.324
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000006.1,endopeptidase,53,1.904e-9,0.217
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000008.1,mmcE,478,2.451e-148,0.525
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,pepN,48,9.01e-8,0.233
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,dtpT,422,2.187e-132,0.484
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000003.1,susC,44,3.602e-6,0.262
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,mmcE,300,1.083e-84,0.371
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000001.1,susC,562,1.084e-172,0.37
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000001.1,susD,93,7.915e-22,0.271
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000004.1,susC,646,8.226e-201,0.406
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000007.1,pepQ,101,2.226e-24,0.279
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000004.1,susD,77,1.702e-16,0.331
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000001.1,pepA,297,1.203e-90,0.442
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000007.1,acs,136,5.071e-35,0.274
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,fadD,266,2.727e-77,0.35
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,susD,122,3.745e-33,0.376
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000006.1,fadE,259,6.071e-78,0.418
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,bcd,378,1.749e-118,0.529
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,extracellular_protease,101,3.432e-24,0.269
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000007.1,dppC,116,2.254e-29,0.293
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000007.1,pepO,561,2.922e-177,0.447
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,etfA,191,1.651e-55,0.381
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000006.1,tdcB,226,1.863e-67,0.412
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000007.1,oppB,141,8.314e-38,0.307
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,crt,164,2.594e-47,0.379
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000007.1,susD,139,3.634e-38,0.337
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000007.1,pepN,209,6.168e-57,0.3
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000006.1,bcd,359,2.593e-112,0.481
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,etfB,145,6.857e-41,0.368
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000008.1,bcd,154,1.28e-41,0.33
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000006.1,fadD,117,5.687e-29,0.257
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,fadA,325,2.83e-100,0.482
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,hbd,244,5.935e-73,0.413
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000001.1,bcd,231,6.963e-68,0.368
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000005.1,pfor,42,6.821e-6,0.33
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000004.1,adh,94,1.517e-23,0.302
FW_TWAS_rep_1,GCA_963746195.1,CAVVAS010000007.1,dppA,110,9.601e-27,0.221
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,folD,307,1.037e-95,0.574
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,pepN,190,3.744e-51,0.32
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,rnfB,87,1.298e-20,0.317
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,tdcB,91,3.385e-21,0.294
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,pepQ,137,3.472e-36,0.304
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,susD,177,1.698e-48,0.316
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,cat,267,3.027e-83,0.6
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,frhB,45,6.402e-7,0.437
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,hydA,97,1.902e-22,0.301
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,mmcG,89,6.938e-23,0.396
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,mdh,250,6.573e-76,0.453
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,sucC,370,2.283e-115,0.487
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,dppC,194,2.676e-55,0.357
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,acylglycerol_lipase,45,2.659e-7,0.254
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,lctD,86,2.44e-21,0.327
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,sucD,334,3.912e-105,0.576
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,agl,83,1.55e-18,0.327
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,xylB,63,2.214e-12,0.232
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,fadE,274,2.51e-82,0.424
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,mmcF,182,1.918e-55,0.631
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,pfor,1421,0.0,0.601
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,endopeptidase,229,4.795e-67,0.413
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,fdhA,584,5.757e-181,0.424
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,dppA,194,6.003e-54,0.281
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,hbd,294,4.361e-90,0.551
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,pfkA,287,2.505e-88,0.487
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,cazy_GH13,122,2.47e-30,0.324
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,fwdA,48,8.661e-8,0.375
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,extracellular_protease,131,2.293e-33,0.394
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,etfB,154,1.488e-43,0.389
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,adh,44,5.208e-7,0.236
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,fhs,673,4.685e-217,0.6
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,pepT,228,2.175e-66,0.394
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,dtpT,392,5.704e-121,0.434
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,gapA,296,3.182e-90,0.482
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,frhG,45,7.226e-8,0.23
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,etfA,192,4.755e-56,0.391
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,lctB,235,3.928e-72,0.462
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,mmcE,698,8.056e-227,0.67
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,gdh,593,2.256e-191,0.629
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,pepO,551,2.022e-173,0.447
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,lctC,382,6.083e-119,0.484
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,pta,164,3.321e-43,0.328
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,fadB,173,9.012e-49,0.385
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,fadA,362,4.87e-113,0.513
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,mvhG,48,8.863e-9,0.3
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,fadD,330,5.023e-99,0.395
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,pyk,387,4.735e-120,0.461
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,thl,406,2.473e-128,0.57
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,bcd,368,1.008e-114,0.514
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,crt,214,1.604e-64,0.453
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000004.1,tdcB,55,5.013e-10,0.289
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,pgi,673,1.271e-217,0.628
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,ilvE,262,1.683e-79,0.418
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,dppB,214,8.434e-63,0.406
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,oppA,205,1.302e-57,0.303
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,acs,733,1.288e-236,0.558
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,susC,695,3.143e-217,0.411
FW_TWAS_rep_1,GCA_032654705.1,JAULAZ010000003.1,oppB,203,1.209e-58,0.369
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000028.1,ilvE,154,4.506e-43,0.345
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000035.1,etfA,292,2.428e-90,0.577
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000018.1,fadB,162,6.682e-46,0.35
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000034.1,fadE,48,6.743e-8,0.405
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000021.1,hydA,109,1.834e-26,0.313
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000032.1,mmcE,523,7.396e-163,0.517
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000012.1,pepQ,163,1.318e-44,0.372
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000026.1,crt,143,4.094e-40,0.373
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000002.1,etfA,317,2.202e-98,0.646
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000003.1,fadD,66,3.464e-13,0.241
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000041.1,adh,56,9.165e-11,0.303
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000012.1,gapA,291,2.478e-89,0.489
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000035.1,acylglycerol_lipase,54,4.034e-10,0.276
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000012.1,frhG,48,1.419e-8,0.285
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000001.1,bcd,400,1.743e-126,0.525
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000032.1,crt,137,1.241e-37,0.37
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000028.1,hbd,323,9.249e-102,0.587
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000026.1,hbd,251,4.645e-73,0.488
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000012.1,pfkA,74,5.035e-16,0.302
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000021.1,acylglycerol_lipase,54,5.731e-10,0.26
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000035.1,fadB,398,9.222e-120,0.355
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000020.1,acs,200,3.463e-60,0.577
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000018.1,hbd,178,2.732e-51,0.404
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000003.1,lctD,86,4.363e-21,0.313
FW_TWAS_rep_1,GCA_034676565.1,JAUCCD010000036.1,thl,244,3.052e-73,0.442
