sample,genome_id,gene_id,marker_id,bits,evalue,fident
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000009.1,fadE,268,2.245e-80,0.425
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000001.1,sucC,363,9.327e-113,0.478
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000001.1,extracellular_protease,69,3.222e-14,0.285
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000011.1,endopeptidase,219,1.307e-63,0.401
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000005.1,susD,139,2.479e-36,0.3
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000003.1,fadB,133,2.351e-36,0.395
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000007.1,susC,689,5.436e-214,0.403
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000001.1,gdh,509,6.242e-162,0.56
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000010.1,etfA,44,1.779e-6,0.361
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000005.1,bcd,345,3.578e-107,0.466
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,thl,271,1.026e-81,0.432
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000001.1,cat,259,1.03e-80,0.604
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000007.1,gdh,58,4.322e-11,0.542
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000003.1,pgi,661,3.862e-214,0.614
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000007.1,pfor,45,9.836e-7,0.225
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000003.1,hbd,85,1.055e-20,0.435
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000010.1,hbd,136,2.756e-34,0.312
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000002.1,pepT,234,8.302e-69,0.389
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,fadD,224,1.415e-63,0.326
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000007.1,frhG,48,9.703e-9,0.274
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000013.1,lctB,231,1.014e-70,0.445
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000006.1,lctD,85,4.911e-21,0.316
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000010.1,pepQ,138,2.575e-36,0.358
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000007.1,etfB,132,2.058e-36,0.358
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000001.1,frhG,41,7.375e-6,0.358
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000001.1,fadB,166,9.519e-48,0.348
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000010.1,crt,57,1.96e-10,0.285
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000007.1,mvhG,51,1.186e-9,0.327
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000008.1,fadD,49,1.965e-8,0.254
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000002.1,agl,79,2.302e-17,0.268
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000007.1,folD,310,7.16e-97,0.563
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000009.1,bcd,365,1.016e-113,0.518
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000008.1,ilvE,248,1.17e-74,0.406
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000007.1,acs,52,4.881e-9,0.216
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000003.1,mmcF,168,1.204e-50,0.606
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,hbd,181,7.233e-49,0.31
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,fadA,332,6.897e-103,0.47
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000007.1,pyk,363,6.671e-112,0.437
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,mmcF,75,1.292e-15,0.283
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000002.1,adh,72,7.096e-16,0.259
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000007.1,fadD,330,3.695e-99,0.385
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,dtpT,324,1.792e-97,0.37
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,mmcG,104,9.061e-29,0.412
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,crt,127,2.424e-34,0.332
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000003.1,crt,200,1.722e-59,0.426
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,etfA,93,6.657e-23,0.296
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000010.1,fadB,125,3.879e-31,0.3
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000008.1,acs,61,5.751e-12,0.227
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000010.1,susD,172,1.313e-47,0.347
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000006.1,pepN,99,4.06e-23,0.256
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000003.1,cazy_GH43,60,2.498e-11,0.264
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000006.1,lctC,384,1.92e-119,0.462
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,lctB,73,1.769e-16,0.261
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000008.1,susC,327,1.288e-93,0.296
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000006.1,crt,160,4.928e-46,0.376
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000005.1,oppB,201,2.643e-58,0.486
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000014.1,mdh,241,7.238e-73,0.443
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000002.1,fadE,199,1.794e-57,0.361
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000002.1,dppB,217,3.529e-64,0.4
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000009.1,extracellular_protease,122,1.598e-30,0.411
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000003.1,lysophospholipase,53,4.466e-10,0.277
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000002.1,oppB,169,1.295e-47,0.355
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000003.1,mmcE,675,4.193e-219,0.636
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000002.1,susC,84,5.255e-19,0.298
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000001.1,fwdA,46,3.785e-7,0.415
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000002.1,cazy_GH13,98,2.746e-23,0.294
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000003.1,thl,416,1.791e-131,0.56
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000001.1,susC,644,4.88e-200,0.405
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000002.1,oppA,189,2.538e-52,0.304
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000003.1,fadA,349,3.013e-108,0.503
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000001.1,agl,83,2.648e-18,0.329
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000003.1,frhG,45,8.244e-8,0.328
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000002.1,hbd,302,5.282e-94,0.538
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,fadB,139,9.196e-36,0.328
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000014.1,gapA,290,2.905e-89,0.48
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000006.1,adh,61,1.793e-12,0.278
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,mmcE,285,9.052e-80,0.362
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000002.1,sucD,348,3.136e-110,0.615
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000002.1,bcd,262,9.09e-79,0.389
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000002.1,pepN,68,8.463e-14,0.297
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000001.1,pepN,49,7.883e-8,0.242
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,susC,86,2.454e-19,0.232
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000009.1,pta,162,1.363e-42,0.328
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000008.1,adh,48,1.878e-8,0.272
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000007.1,etfA,197,1.216e-57,0.403
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000004.1,acs,76,3.532e-16,0.232
FW_TWAS_AS_rep_1,GCA_044230255.1,JBGARK010000001.1,sucD,102,1.026e-24,0.446
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000001.1,cazy_GH9,82,6.262e-18,0.248
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000035.1,hydA,40,3.938e-7,0.295
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,cazy_PL1,59,3.546e-11,0.325
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000015.1,edd,234,1.411e-66,0.313
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000044.1,cazy_CBM6,74,6.223e-16,0.355
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000025.1,extracellular_protease,219,1.194e-61,0.398
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000004.1,pfor,1405,0.0,0.6
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000005.1,cazy_CE8,273,1.56e-83,0.505
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000019.1,hbd,220,9.509e-64,0.384
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000004.1,hydA,55,4.319e-10,0.276
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,susD,100,1.196e-23,0.252
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,frhB,56,1.066e-10,0.26
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000026.1,esterase,198,3.385e-55,0.319
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000006.1,pfkA,232,2.633e-69,0.415
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000021.1,susD,82,6.158e-18,0.292
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000010.1,esterase,183,3.425e-50,0.304
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000028.1,glcP,208,3.307e-59,0.324
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000001.1,susD,171,1.116e-46,0.323
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000035.1,xylF,254,5.188e-77,0.42
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000026.1,acylglycerol_lipase,178,1.393e-51,0.347
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000008.1,hbd,40,6e-6,0.264
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000026.1,cazy_GH43,89,3.511e-20,0.313
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000006.1,etfB,119,2.297e-31,0.379
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000030.1,fadD,228,8.481e-65,0.341
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000005.1,cazy_GH13,134,5.382e-34,0.33
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000008.1,susC,57,2.657e-10,0.298
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000010.1,cazy_GH5,109,2.859e-27,0.317
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000003.1,cazy_PL1,131,1.335e-33,0.39
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000001.1,cazy_GH13,71,1.257e-14,0.25
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000046.1,cazy_GH13,75,7.263e-16,0.263
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000003.1,cazy_GH43,47,7.727e-8,0.246
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000028.1,susD,132,6.616e-34,0.287
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000017.1,susC,600,1.215e-183,0.376
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000004.1,susC,58,1.162e-10,0.259
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000001.1,dtpT,100,5.783e-24,0.259
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000013.1,pgi,102,1.017e-24,0.3
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000016.1,tdcB,224,4.585e-67,0.426
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000046.1,agl,45,1.031e-6,0.263
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000030.1,mmcF,126,1.24e-31,0.519
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000001.1,pepD,208,1.456e-62,0.501
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000030.1,mmcE,501,6.481e-156,0.533
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000018.1,acs,140,1.946e-36,0.269
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,cazy_CE8,223,2.121e-60,0.422
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000036.1,susD,132,3.505e-34,0.325
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000001.1,hydA,41,5.697e-7,0.357
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,mmcG,98,1.416e-26,0.387
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000010.1,cazy_CBM6,79,1.316e-17,0.463
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000022.1,susC,571,6.279e-175,0.368
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000019.1,adh,76,3.18e-17,0.291
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000012.1,fdhA,64,1.509e-12,0.44
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000008.1,pepT,261,7.692e-78,0.419
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000049.1,susC,271,1.924e-75,0.267
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000006.1,bcd,173,8.847e-47,0.324
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000037.1,susD,70,1.879e-16,0.361
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000009.1,cazy_GH43,78,1.972e-17,0.295
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000003.1,folD,299,4.09e-93,0.545
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000041.1,susC,78,5.921e-17,0.409
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000012.1,hydA,516,1.361e-162,0.463
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,frhG,51,2.499e-9,0.428
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000001.1,cazy_GH43,45,3.774e-7,0.278
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000010.1,glcP,182,6.793e-51,0.304
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000019.1,pta,243,6.439e-73,0.468
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000003.1,endopeptidase,276,2.499e-79,0.369
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000024.1,cazy_GH43,55,1.035e-9,0.244
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000010.1,cazy_GH43,129,1.196e-32,0.315
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000009.1,pepD,537,8.514e-172,0.556
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000012.1,rnfB,45,9.609e-7,0.367
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000021.1,susC,197,1.971e-56,0.331
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000006.1,fadE,158,4.771e-42,0.345
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000005.1,glcP,212,1.015e-60,0.318
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000003.1,susD,149,4.873e-39,0.319
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,tdcB,94,7.558e-23,0.295
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000009.1,acs,65,7.22e-13,0.227
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000001.1,ilvE,258,2.885e-78,0.446
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,adhE,105,7.332e-26,0.265
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000005.1,gdh,549,6.098e-177,0.612
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000040.1,susC,41,1.191e-6,0.357
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000004.1,adh,69,4.702e-15,0.26
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000016.1,cazy_GH9,172,8.73e-47,0.344
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000019.1,ackA,409,2.57e-129,0.548
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000016.1,mdh,284,1.703e-87,0.5
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000009.1,susC,66,4.692e-13,0.283
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000006.1,etfA,207,1.065e-60,0.383
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000018.1,sucD,333,4.408e-105,0.583
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000011.1,cazy_GH10,132,3.849e-33,0.345
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,susC,629,1.24e-194,0.383
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,rnfB,85,2.961e-20,0.309
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000004.1,pepQ,173,1.288e-46,0.329
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,cazy_GH5,94,6.925e-22,0.286
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000005.1,susD,82,4.752e-18,0.281
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000032.1,fhs,614,2.697e-197,0.546
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,cazy_GH43,142,4.657e-37,0.339
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000038.1,susC,345,1.5e-99,0.305
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000022.1,susD,132,7.596e-34,0.263
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000036.1,susC,464,1.424e-138,0.34
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000035.1,frhG,40,2.087e-7,0.292
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000033.1,susC,516,7.596e-156,0.347
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000026.1,eda,132,8.882e-37,0.359
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000017.1,susD,198,2.784e-55,0.308
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000031.1,pepD,481,1.222e-152,0.505
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,fadD,267,1.745e-77,0.334
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000039.1,susC,611,1.13e-188,0.381
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000018.1,fadD,201,2.189e-56,0.305
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000003.1,susC,529,7.053e-161,0.34
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000005.1,xylA,523,4.609e-168,0.566
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000025.1,lctB,42,9.052e-6,0.234
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000018.1,cazy_GH13,45,1.131e-6,0.317
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000021.1,fadD,278,1.489e-81,0.369
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000011.1,susD,120,5.554e-30,0.266
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000021.1,acs,82,4.104e-18,0.223
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000025.1,lctC,45,9.877e-7,0.336
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000015.1,extracellular_protease,99,2.249e-23,0.306
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,ilvE,74,8.019e-17,0.343
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000018.1,sucC,319,2.043e-98,0.435
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000021.1,pfkA,81,8.557e-18,0.303
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000005.1,susC,717,1.391e-225,0.426
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000039.1,pepN,132,1.317e-33,0.283
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000005.1,agl,55,1.36e-9,0.329
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000011.1,cazy_CBM6,70,3.031e-14,0.365
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000001.1,susC,463,3.016e-138,0.324
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000011.1,susC,509,6.845e-153,0.328
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000009.1,adh,63,7.253e-13,0.31
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000004.1,rnfB,47,3.654e-10,0.468
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000010.1,cazy_GH10,143,3.321e-38,0.284
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000039.1,susD,123,5.153e-31,0.273
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000004.1,frhB,40,6.133e-8,0.477
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000028.1,susC,587,1.298e-180,0.368
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000006.1,gapA,484,1.263e-156,0.716
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000009.1,cazy_GH10,249,9.283e-75,0.41
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000007.1,esterase,248,2.856e-72,0.341
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000008.1,pta,127,1.229e-31,0.301
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000002.1,pepQ,123,2.543e-31,0.296
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000001.1,endopeptidase,222,2.325e-64,0.431
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000010.1,susD,166,8.976e-45,0.296
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000019.1,fumB,717,2.379e-233,0.671
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000024.1,acylglycerol_lipase,58,1.558e-11,0.327
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000010.1,susC,630,1.738e-193,0.393
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000009.1,fadD,366,3.573e-111,0.416
FW_TWAS_AS_rep_1,GCA_035410845.1,DAONRV010000037.1,susC,368,4.651e-107,0.281
FW_TWAS_AS_rep_1,GCA_035351355.1,DAOPWA010000011.1,gapA,486,2.862e-157,0.712
FW_TWAS_AS_rep_1,GCA_035351355.1,DAOPWA010000003.1,pgi,99,9.825e-24,0.297
FW_TWAS_AS_rep_1,GCA_035351355.1,DAOPWA010000010.1,acs,86,2.108e-19,0.249
FW_TWAS_AS_rep_1,GCA_035351355.1,DAOPWA010000009.1,cazy_GH5,114,8.645e-29,0.33
FW_TWAS_AS_rep_1,GCA_035351355.1,DAOPWA010000002.1,cat,286,4.441e-90,0.652
