sample,feature_id,genome_id
FW_TWAS_AS_rep_1,ASV_92b9688ec26d77b9646923ff76f5d5000abdde9f,GCA_051953275.1
FW_TWAS_AS_rep_1,ASV_988e395351d3c08015c58be8b600ec79e81f8278,GCA_002849245.1
FW_TWAS_AS_rep_1,ASV_5cc1c179716ab4f0cf7053ac2310878b36d005ee,GCA_050183115.1
FW_TWAS_AS_rep_1,ASV_b328f9fe6302b013944a6d341105e24ef7bcb185,GCA_943370345.1
FW_TWAS_AS_rep_1,ASV_5dcb73d8ef6d0dcde7021ffec939a049dea39704,GCA_023898625.1
FW_TWAS_AS_rep_1,ASV_03f13404d3e3ad5db9adb9785424b5e0182ea162,GCA_032654705.1
FW_TWAS_AS_rep_1,ASV_aaadd25490f6c9fd7625f97ae302fb64ec781fb0,GCA_046331345.1
FW_TWAS_AS_rep_1,ASV_b5259cf9333b28d9b4a9cf69802009032231f59c,GCA_016722305.1
FW_TWAS_AS_rep_1,ASV_85024c87d3b02c1eb57ccd59fa65cae0d4ebe63c,GCA_004297465.1
FW_TWAS_AS_rep_1,ASV_263ed93f6e48b493e92684311a084750e87a9746,GCA_963814475.1
FW_TWAS_AS_rep_1,ASV_2eb2c7eef290c9fae65aede58f36478fc935f022,GCF_016711745.1
FW_TWAS_AS_rep_1,ASV_37f1308a17ad23293fd0e4a0ab74b8adaf6e58ad,GCA_963748985.1
FW_TWAS_AS_rep_1,ASV_bb43af331b7da7260c944c6332edd5dc55ee3777,GCA_016716965.1
FW_TWAS_AS_rep_1,ASV_13b5cc158e804e39782942ac82d4cfaca887cf9a,GCA_016710995.1
FW_TWAS_AS_rep_1,ASV_0f75d7f02359226e29acd01721849ac575bc7c6c,GCA_030857175.1
FW_TWAS_AS_rep_1,ASV_8147491df80b0ac7ca1f8fde61d6d627be2c1aaa,GCA_016719255.1
FW_TWAS_AS_rep_1,ASV_252a7256b96d39222195ba96262d630a81da6435,GCA_036528635.1
FW_TWAS_AS_rep_1,ASV_d3d7fb9da0866137654f6976253cca082d5ea20b,GCA_021731045.1
FW_TWAS_AS_rep_1,ASV_d4bdd760b9e236216ed004f02234f88c84c30d34,GCA_002773975.1
FW_TWAS_AS_rep_1,ASV_1f380a8e1c8ff73bd605faa10777f43f246404bf,GCA_001896575.1
FW_TWAS_AS_rep_1,ASV_c890b4a363c22ce6aba6adab8546c51d768b41c3,GCA_035426845.1
FW_TWAS_AS_rep_1,ASV_d99c57a8603239b5d2ed99aa55d0c8ea1d713322,GCA_017303335.1
FW_TWAS_AS_rep_1,ASV_eed2d6afdfde40be641736436f894151c1c70e9a,GCA_023622505.1
FW_TWAS_AS_rep_1,ASV_2ba925ddc020635fab04132eb39566742bcd260c,GCA_020890945.1
FW_TWAS_AS_rep_1,ASV_a8241d133ce54d07a7aa1c95c73f2a4302e99494,GCA_016706035.1
FW_TWAS_AS_rep_1,ASV_1c41b9aab3de3971aef8a6aaeb04a98716f7b2b6,GCA_046330555.1
FW_TWAS_AS_rep_1,ASV_d697e52ad2744602560297755934f30180af1754,GCA_963746195.1
FW_TWAS_AS_rep_1,ASV_fe976ba5b98462326bc1934fb98580d34ebfa3ff,GCA_044224235.1
FW_TWAS_AS_rep_1,ASV_ecf70fd3187c86a233f64f5c9dec5d1bb4acee36,GCA_046350755.1
FW_TWAS_AS_rep_1,ASV_3c5783b680cabc83c92b3da53817f5943cd86e58,GCA_017999195.1
FW_TWAS_AS_rep_1,ASV_87da0899c8c78b2c098c021386fe96c8123cf60d,GCA_016704085.1
FW_TWAS_AS_rep_1,ASV_437da84c643bcb18ccced8b42dda12d91b79c64f,GCA_937871805.1
FW_TWAS_AS_rep_1,ASV_42a5f3db3916f3cf955b344fc578b5fbc748b077,GCA_016711875.1
FW_TWAS_AS_rep_1,ASV_4ba034483bb5518035db6512be7fc911ada504c0,GCA_016704735.1
FW_TWAS_AS_rep_1,ASV_a1c39124f64ca1ee79a60e753ab4bcb083aacaf0,GCA_016710435.1
FW_TWAS_AS_rep_1,ASV_6b7320ece0cbe8bf2f42539d7ea6edc39111e04f,GCA_963841085.1
FW_TWAS_AS_rep_1,ASV_f3dc7c1069913fa5864fe975fa8af5bd98f89099,GCA_046329365.1
FW_TWAS_AS_rep_1,ASV_32265373cb62a1e178abf39125a0324242a48567,GCA_049653105.1
FW_TWAS_AS_rep_1,ASV_f1d00dfa0b6f577024a28b9a8e4dd0cfb5495ae8,GCA_008933705.1
FW_TWAS_AS_rep_1,ASV_8fc1aea4f51c0fd671fca733edd000ea2c085144,GCA_016721565.1
FW_TWAS_AS_rep_1,ASV_4dd00c7869484c54b98eba8729ce2acde1877c78,GCA_001604475.1
FW_TWAS_AS_rep_1,ASV_b008c33eebc30fb76d2cf9f4c285476ee09d1aac,GCA_005518185.1
FW_TWAS_AS_rep_1,ASV_6f903c46e5df0b0c80b1f5c6dc4859498eb66f49,GCA_016711875.1
FW_TWAS_AS_rep_1,ASV_125ee0c391e7481f74b3f474e482cfcd3218253a,GCA_044225505.1
FW_TWAS_AS_rep_1,ASV_6ea0e3a6d7d6c3695e2dc1cbcbc47ce5b8da21f7,GCF_030238425.1
FW_TWAS_AS_rep_1,ASV_4e71c8f1b9879f64728278347c30e3f887464717,GCA_046330105.1
FW_TWAS_AS_rep_1,ASV_eef4e0e52962f746afe2e4aca624b4e8e4ebd2ba,GCA_027492415.1
FW_TWAS_AS_rep_1,ASV_deffee29e5384a5a5eaf72970fa81fdc499eb8c4,GCA_016721425.1
FW_TWAS_AS_rep_1,ASV_4d296f551ba667e2d12533b804d38c39f30bcec4,GCA_016713585.1
FW_TWAS_AS_rep_1,ASV_283656026334fb2e5004cdb5121333f3be3bae5c,GCA_037045685.1
FW_TWAS_AS_rep_1,ASV_f52bc66798d9782a71a7b80d543219c305b792df,GCF_044224635.1
FW_TWAS_AS_rep_1,ASV_f545f0ec83acdddd76e73b2cee5419e708626c1f,GCA_035248525.1
FW_TWAS_AS_rep_1,ASV_f58407e8ebaa7548723817128a38563a07add220,GCF_963887565.1
FW_TWAS_AS_rep_1,ASV_8b26957de2489694461f49ca5eb4458435388ed7,GCA_016721435.1
FW_TWAS_AS_rep_1,ASV_3c621f36b9b4278d6214c86598dca39e83bb5dbb,GCA_033810375.1
FW_TWAS_AS_rep_1,ASV_99fa2e53f0f36f723e9c822e65b149eca071a9b6,GCA_044230255.1
FW_TWAS_AS_rep_1,ASV_f7f8f0d66f15447860b8758f78c82f15192cadc6,GCF_002978245.1
FW_TWAS_AS_rep_1,ASV_9896d378e9ff52e2c79ed602a22f5e49df0009e6,GCA_963736865.1
