sample,genome_id,gene_id,marker_id,bits,evalue,fident
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000001.1,susD,162,1.316e-43,0.299
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000003.1,susC,347,9.066e-103,0.344
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000004.1,frhG,43,9.26e-7,0.387
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000016.1,cazy_GH9,160,1.191e-41,0.277
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000014.1,glcP,197,1.421e-55,0.312
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000004.1,endopeptidase,242,2.397e-69,0.513
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000002.1,fadD,240,3.724e-69,0.355
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000018.1,agl,112,5.395e-28,0.266
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000010.1,fadD,251,3.611e-73,0.331
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000003.1,fdhA,67,1.264e-13,0.515
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000019.1,susC,662,1.063e-204,0.4
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000018.1,susC,611,3.469e-189,0.399
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000021.1,cazy_GH43,126,4.198e-32,0.332
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000010.1,cazy_GH10,250,4.666e-75,0.391
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000020.1,pepQ,152,7.401e-40,0.298
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000010.1,acs,86,2.108e-19,0.249
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000019.1,cazy_GH9,165,2.588e-44,0.324
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000038.1,fdhA,57,1.752e-10,0.4
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000003.1,eda,101,3.429e-27,0.402
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000001.1,agl,49,5.129e-8,0.35
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000004.1,frhB,43,9.26e-7,0.396
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000002.1,acs,85,4.41e-18,0.24
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000012.1,mmcG,110,1.656e-30,0.392
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000003.1,pgi,99,9.825e-24,0.297
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000021.1,esterase,200,1.327e-56,0.311
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000003.1,pepD,452,9.352e-143,0.482
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000001.1,mmcF,133,9.477e-34,0.518
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000016.1,susC,332,2.351e-95,0.288
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000013.1,frhB,46,5.697e-8,0.403
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000015.1,acs,51,1.018e-8,0.214
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000013.1,rnfB,41,3.306e-6,0.328
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000011.1,pta,130,4.204e-35,0.329
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000015.1,fadD,264,3.334e-77,0.354
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000033.1,fhs,604,2.063e-193,0.547
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000034.1,fadD,292,3.405e-86,0.371
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000009.1,cazy_GH5,114,8.645e-29,0.33
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000011.1,ackA,380,3.006e-119,0.51
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000005.1,endopeptidase,213,8.07e-61,0.363
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000002.1,fadA,319,4.547e-98,0.477
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000013.1,hydA,50,3.056e-9,0.388
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000003.1,pepT,74,7.736e-16,0.287
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000019.1,esterase,178,1.286e-48,0.317
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000018.1,cazy_GH13,114,1.255e-28,0.312
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000001.1,mmcE,498,3.713e-155,0.519
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000024.1,susC,709,3.454e-222,0.405
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000010.1,susC,644,2.311e-199,0.39
FW_AS_rep_2,GCA_035351355.1,DAOPWA010000026.1,tdcB,80,5.122e-18,0.32
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000046.1,pfor,47,1.451e-7,0.242
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000039.1,pfkA,289,1.907e-87,0.476
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000018.1,frhG,42,3.323e-6,0.318
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000027.1,dppC,219,2.888e-63,0.422
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000027.1,dppB,248,8.754e-75,0.413
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000001.1,ackA,97,2.232e-23,0.273
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000004.1,dppB,219,3.304e-65,0.434
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000032.1,mmcF,132,2.653e-33,0.5
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000069.1,ackA,423,4.243e-134,0.566
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000004.1,dppC,180,3.611e-52,0.42
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000055.1,acylglycerol_lipase,164,1.345e-46,0.346
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000010.1,pepQ,76,1.947e-17,0.297
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000017.1,tdcB,42,3.955e-6,0.245
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000034.1,dppB,145,1.892e-39,0.345
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000019.1,oppB,198,1.863e-57,0.383
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000004.1,dppA,184,9.105e-51,0.286
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000002.1,pfkA,118,1.007e-30,0.289
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000004.1,bgl,374,1.255e-116,0.433
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000049.1,fdhA,61,8.142e-12,0.349
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000019.1,oppA,124,7.229e-31,0.236
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000099.1,frhG,47,8.242e-8,0.338
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000005.1,fadA,285,1.621e-85,0.434
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000023.1,pfkA,207,4.182e-60,0.396
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000012.1,cazy_GH13,147,3.186e-38,0.332
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000031.1,fhs,582,3.15e-186,0.542
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000019.1,dppA,142,1.229e-36,0.257
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000012.1,agl,103,8.651e-25,0.255
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000070.1,oppB,192,6.491e-56,0.383
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000018.1,tdcB,112,4.595e-28,0.314
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000038.1,dppA,118,2.556e-29,0.278
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000019.1,dppC,184,1.955e-53,0.342
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000011.1,mmcG,127,5.562e-36,0.484
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000006.1,oppA,170,1.026e-45,0.311
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000004.1,oppA,169,1.033e-45,0.285
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000021.1,lysophospholipase,47,1.804e-7,0.274
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000038.1,pepD,436,9.354e-137,0.473
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000017.1,cazy_GH13,65,1.05e-12,0.273
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000019.1,cazy_GH13,55,8.633e-10,0.239
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000038.1,dppB,168,7.503e-48,0.314
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000027.1,oppB,231,2.805e-67,0.436
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000070.1,dppC,207,5.045e-61,0.413
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000056.1,pepQ,164,1.321e-45,0.325
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000027.1,dppA,130,1.232e-32,0.284
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000034.1,oppB,152,7.87e-41,0.398
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000005.1,pfor,41,9.366e-6,0.275
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000007.1,dppC,202,3.883e-60,0.384
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000010.1,fdhA,736,3.051e-233,0.457
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000040.1,adhE,193,1.801e-55,0.336
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000001.1,agl,76,6.505e-16,0.259
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000007.1,oppB,218,1.376e-64,0.408
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000003.1,pgi,48,1.274e-9,0.352
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000007.1,dppA,211,7.627e-60,0.32
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000002.1,xylA,517,3.929e-165,0.557
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000026.1,pfor,44,6.53e-7,0.345
FW_AS_rep_2,GCA_035417985.1,DAOLQG010000001.1,hydA,50,2.153e-10,0.397
