sample,feature_id,genome_id
FW_AS_rep_2,ASV_b9d9a561d3873a7606e0a0183cca5443e80f3a17,GCA_044224105.1
FW_AS_rep_2,ASV_c9442e1f93f1b7f87e34a4663451276d92e3e431,GCA_040776045.1
FW_AS_rep_2,ASV_13422ba7be8d8d5179ea8cc50e26aef0b2bf604b,GCA_036847425.1
FW_AS_rep_2,ASV_6270178e2c7faa7f5380c7a6aa196ca261b26b44,GCA_002069655.1
FW_AS_rep_2,ASV_3c78ec75033138c1ba432b3f1b6f0952f421cc1e,GCA_019136455.1
FW_AS_rep_2,ASV_e6968b70b06c0a4b8848fda49515858fafad5be1,GCA_035395015.1
FW_AS_rep_2,ASV_99fa2e53f0f36f723e9c822e65b149eca071a9b6,GCA_044230255.1
FW_AS_rep_2,ASV_f6800a9369d9aefb58e18b5a03501164fd2ec0ab,GCF_000146065.2
FW_AS_rep_2,ASV_cf7afd1d82ce23c3f04cc48252bd9f1e5aab9f5c,GCA_022708005.1
FW_AS_rep_2,ASV_17fc4545751c923cca2d799ca00957d7581c7dd6,GCA_050950105.1
FW_AS_rep_2,ASV_3e54b6655f7f2a1797c3d042bce148e5c4076d2e,GCA_044351045.1
FW_AS_rep_2,ASV_3df6d89481a9488de8f36f2ff4f634e0c5262fd3,GCA_018242085.1
FW_AS_rep_2,ASV_c4d7bc7fb00963385327f18d9b56207333f267ad,GCA_009783195.1
FW_AS_rep_2,ASV_414d3fa5b8f9ad9bc4a6d4a92e82a88bca6ee197,GCA_963709485.1
FW_AS_rep_2,ASV_8ebfb4c7a6895a61376c9a343282f0f3d8782bab,GCA_029974415.1
FW_AS_rep_2,ASV_0135c2e5cfa689100794c17e823d90ebae1c354c,GCA_963695105.1
FW_AS_rep_2,ASV_f58407e8ebaa7548723817128a38563a07add220,GCF_963887565.1
FW_AS_rep_2,ASV_ded5ae65f9e27c4712c34bdd0fade350d8f72021,GCA_035364295.1
FW_AS_rep_2,ASV_ecf70fd3187c86a233f64f5c9dec5d1bb4acee36,GCA_046350755.1
FW_AS_rep_2,ASV_019d94273e9eb64a24a52c1b2b31ddea0ab8525c,GCA_040772985.1
FW_AS_rep_2,ASV_76fb862f283dbde750e9209d47fa682b0e8f28ba,GCF_001262605.1
FW_AS_rep_2,ASV_c1747f057229be2d9ff1e4f0d21ba00ec1f1a1c7,GCA_022837705.1
FW_AS_rep_2,ASV_f01db7f1b26bf14621e0b25c578bb795a7676243,GCA_023415205.1
FW_AS_rep_2,ASV_44c8484481a00fd6ca6d80da73d71fe29810d91b,GCA_035351355.1
FW_AS_rep_2,ASV_00f4321b2c8c4ae5cc11f91f528f1fd3089a3ae0,GCA_046329585.1
FW_AS_rep_2,ASV_66f9aadcf133c32a88548c052f81645f41517d09,GCF_001192795.1
FW_AS_rep_2,ASV_df886501b22cab1ed1ef62320a76c1c4dd8d3f91,GCA_964580065.1
FW_AS_rep_2,ASV_3b1d8d706bab96c6bcd5ff46aca96672e28c49a2,GCA_035374425.1
FW_AS_rep_2,ASV_259c88c95be2b846007ec060213889e737f8f9fe,GCA_035419245.1
FW_AS_rep_2,ASV_be93dd9e5fe0ef851ea4ce358368c40a4b41f93e,GCA_022704625.1
FW_AS_rep_2,ASV_58a3062059e17d2693a119303556211229311331,GCA_050949945.1
FW_AS_rep_2,ASV_dc07b27fd78bc2cc4a2d530f366d1c5371a1b1f7,GCA_035358495.1
FW_AS_rep_2,ASV_b5259cf9333b28d9b4a9cf69802009032231f59c,GCA_016722305.1
FW_AS_rep_2,ASV_53a46e84e63092f99551e72a13592f5424751b31,GCA_937898325.1
FW_AS_rep_2,ASV_11539b8a9a4d43dcedf8368aa4044ff945ee01db,GCA_019454985.1
FW_AS_rep_2,ASV_c94b69c195db163c1e93880ae3f7c6814cf4e78f,GCF_041464035.1
FW_AS_rep_2,ASV_9410639e2f815d664ae167c9a37ff865e1365b8c,GCA_937869105.1
FW_AS_rep_2,ASV_ec9ea72ec9ca693c1270876a5c151286d67ba7dd,GCA_037200505.1
FW_AS_rep_2,ASV_eaa781cc784f74885796deeac7f2d9e72a82ecc4,GCA_022709225.1
FW_AS_rep_2,ASV_f2eed477f39270c6f8536bcfc5ea950ba58b50c0,GCA_035415525.1
FW_AS_rep_2,ASV_8f41a71c68a76c9279485c2d8577eed8367fbd33,GCA_002316295.1
FW_AS_rep_2,ASV_23455fa47250b751dedc2528cddea55139945388,GCA_022708655.1
FW_AS_rep_2,ASV_e9e8d72e6cfca712b261486f8a030cff915b2bbe,GCA_035353335.1
FW_AS_rep_2,ASV_2d3fa15049e962d44eaefdc406b8110296d3733e,GCA_033811615.1
FW_AS_rep_2,ASV_f42b580e393f9282962cd1e0abf4e268d6750401,GCA_035415525.1
FW_AS_rep_2,ASV_2e16a10d51bff92bde4002bace90e784cd36aac1,GCA_033809735.1
FW_AS_rep_2,ASV_c890b4a363c22ce6aba6adab8546c51d768b41c3,GCA_035426845.1
FW_AS_rep_2,ASV_87fe4fa92eab045ca82860aab1915ed4766ae4f8,GCA_035352255.1
FW_AS_rep_2,ASV_ce5fa5af6bdbb63314b5675895c16a4afbae2546,GCA_943367845.1
FW_AS_rep_2,ASV_afb8bc6efe4cc480897efdcad72482d3788baac4,GCF_041654235.1
FW_AS_rep_2,ASV_29f633167aecbf3a204fef6336da3de784f497ec,GCA_024710025.1
FW_AS_rep_2,ASV_aa52c7aa30b32477ecd951c265d1093fa71b7744,GCA_035415525.1
FW_AS_rep_2,ASV_c54557012cdc9ab94703723a7aed54d5765dd9ae,GCA_023622505.1
FW_AS_rep_2,ASV_bc308b36e3fdbc8730e4eaedac151b0744605529,GCA_016793045.1
FW_AS_rep_2,ASV_ad4acd879b30e7727542259846752ff48aa30a1b,GCA_022707605.1
FW_AS_rep_2,ASV_5693674871d0fd53ab726528df017427f96797fa,GCA_019636095.1
FW_AS_rep_2,ASV_f5358b3daee754bdc7cbba6fc324290d530b38a8,GCA_035451445.1
FW_AS_rep_2,ASV_ea77acce6eea4e664bc2a4565e9406e92c461c89,GCA_937872315.1
FW_AS_rep_2,ASV_5419dc9843b8293834f70504c8826e8d1bddec20,GCA_035357655.1
FW_AS_rep_2,ASV_ae3c4d30560c8421dc77896365764cb44191b1cf,GCA_022840855.1
FW_AS_rep_2,ASV_10ddce4c8dd94d5e047159e739cf71883544f000,GCA_046347895.1
FW_AS_rep_2,ASV_cc4591ed50e0fe07a231f9604513917df6e2dd67,GCA_040766305.1
FW_AS_rep_2,ASV_503d949d9c02a2afcab65f57ecdaf7acb7a3f311,GCA_035367605.1
FW_AS_rep_2,ASV_a2cbf087989d1fcbda05dea24f34d56cec6429d6,GCA_004138365.1
FW_AS_rep_2,ASV_18bad7fa31d83051942ecdc9a71a2370877bd259,GCA_050183115.1
FW_AS_rep_2,ASV_2048679db1fe2367567fc4635edfea346c59397d,GCA_035417565.1
FW_AS_rep_2,ASV_06c93d74f7ca18c207be9202cbb2aa15d079d47d,GCA_035420785.1
FW_AS_rep_2,ASV_4726a74fab340b043fde835d068f06e8cfe6c4d7,GCF_026261605.1
FW_AS_rep_2,ASV_a29792522c9a21254b3af81a536f4d848aee49f8,GCA_013824685.1
FW_AS_rep_2,ASV_a075bfa2bde7e9c333c1c7833b20fd51cc373b8c,GCA_035376845.1
FW_AS_rep_2,ASV_b889c88eb42148d71b5e34d5317c2cb14270896d,GCA_035376025.1
FW_AS_rep_2,ASV_3849b145f3d93a0a4ddf4616986dbd198b772b5f,GCA_016710525.1
FW_AS_rep_2,ASV_6e5ec189f668af3bab9b2bfdf70ca1ea171d8fe5,GCA_029219025.1
FW_AS_rep_2,ASV_cdc257acffee66837c1f121b4b77f8046123a492,GCA_013824685.1
FW_AS_rep_2,ASV_958403ac405aff8156b8729af2d39c604d3407b1,GCA_048474495.1
FW_AS_rep_2,ASV_e714b995687239a3997116b87a9078ad1616a3ab,GCA_016704085.1
FW_AS_rep_2,ASV_4df6221c8e45e3d80a2ad3c26b9fd9ae733755f5,GCA_937873755.1
FW_AS_rep_2,ASV_1f380a8e1c8ff73bd605faa10777f43f246404bf,GCA_001896575.1
FW_AS_rep_2,ASV_8144cfd3da17a756229c4eb01f22d9d30bba7a50,GCA_029554905.1
FW_AS_rep_2,ASV_5a5a7471de61ea2e6f2aeb65465cee27b566fd94,GCA_041907565.1
FW_AS_rep_2,ASV_3d29e8697af9ae4d19cc27f84247fa3c43ce5a7a,GCA_022708305.1
FW_AS_rep_2,ASV_743663415a523913c4df4b38d7e3887cc326cfb7,GCA_937871025.1
FW_AS_rep_2,ASV_55847c1161fb37e9ef89b3920c656a88cd27abca,GCA_016707485.1
FW_AS_rep_2,ASV_43302afc4186c57d4e3d9ad8b20e58a86d3a640e,GCA_028690755.1
FW_AS_rep_2,ASV_b4585bf45e885d982a04e62d4591737acf71be9c,GCA_035347995.1
FW_AS_rep_2,ASV_22ea7e283645fd2fcba7787d5bff279d9160bc3a,GCA_022840265.1
FW_AS_rep_2,ASV_fe976ba5b98462326bc1934fb98580d34ebfa3ff,GCA_044224235.1
FW_AS_rep_2,ASV_b8b6c841659bd68cd1ff3bbfccc0e31560e4574d,GCA_040771935.1
FW_AS_rep_2,ASV_0e50deaeeef3b8e5c2436daf483240d3c1ae1893,GCA_035452445.1
FW_AS_rep_2,ASV_8d25d41d5b7eb5d00e19d67a4395cb8616712766,GCA_035419325.1
FW_AS_rep_2,ASV_7b15ea152ebc2bb16d33bda295751ce53dc1e7f4,GCA_018437055.1
FW_AS_rep_2,ASV_a4d2d87446c6d4b2b33126939f49599ca605a121,GCA_035364515.1
FW_AS_rep_2,ASV_9d9058408285eea76ec9e63971fe1e39e91d267a,GCF_049943315.1
FW_AS_rep_2,ASV_ea033b23ef1efbe5429ce863f14355c2496118ee,GCA_035451445.1
FW_AS_rep_2,ASV_da2d21d1394afa5789cdc960378fc0f21c0fbfcc,GCA_017995635.1
FW_AS_rep_2,ASV_f4ff1540bb111a1712893036ace98b37d5436089,GCA_035376965.1
FW_AS_rep_2,ASV_c5ee31ff951b16975daceeaf2c51226853e7aea7,GCA_002070395.1
FW_AS_rep_2,ASV_9e668dc359b5cc60b61dea06bf4d53ac967a3946,GCA_035434045.1
FW_AS_rep_2,ASV_ac9ae1efa43a9310197716e2d98f9ae73693b24f,GCA_035374025.1
FW_AS_rep_2,ASV_54c8f660bb01858a39272e2eb2aae62c798b453c,GCA_029547385.1
FW_AS_rep_2,ASV_4c23e6df674648a37ffd38406505bf3569a153e9,GCA_029554505.1
FW_AS_rep_2,ASV_253093fb492f6012d4fb04c3f88b1264d4b93c54,GCA_035434385.1
FW_AS_rep_2,ASV_b5c09daf9c5adc2b3892631f345746f99bd14d85,GCA_020723125.1
FW_AS_rep_2,ASV_6ea0e3a6d7d6c3695e2dc1cbcbc47ce5b8da21f7,GCF_030238425.1
FW_AS_rep_2,ASV_6dff10ad2f411b5bef049529eac4d01bf0618833,GCA_963733465.1
FW_AS_rep_2,ASV_bb1e68895208720f28daa576c58e904e9434f734,GCA_002071235.1
FW_AS_rep_2,ASV_e8670186245818f91c2d044c501ce80dd46ee96e,GCA_036569545.1
FW_AS_rep_2,ASV_94cf6f5877f56e9004370dd4b44ffa26e88d107f,GCA_035365655.1
FW_AS_rep_2,ASV_1879b331dde869762ee2580b6c7835009f9e1e98,GCA_035361655.1
FW_AS_rep_2,ASV_fb4cee6bb46472ce766402b91fa2258ba003a4ec,GCA_018000955.1
FW_AS_rep_2,ASV_3c5017c78763487ed23cedeb7c729608b8436a7b,GCA_035416805.1
FW_AS_rep_2,ASV_3c621f36b9b4278d6214c86598dca39e83bb5dbb,GCA_033810375.1
FW_AS_rep_2,ASV_d2fd6a90cba519ccc13e455ba5660fbe01b1b69d,GCA_035379705.1
FW_AS_rep_2,ASV_fd4c2ffac8972ca4a918174d0f8281c25b3ca708,GCA_016705885.1
FW_AS_rep_2,ASV_988e395351d3c08015c58be8b600ec79e81f8278,GCA_002849245.1
FW_AS_rep_2,ASV_5e503acf0a4f80acee9133a74c47f1127ac46313,GCA_035376965.1
FW_AS_rep_2,ASV_40fdd4aee16b72ba7bd404cf66b852363a3b8708,GCA_016707525.1
FW_AS_rep_2,ASV_8f3fb3f37003141387237e917396ba80a63e6fb2,GCA_016714645.1
FW_AS_rep_2,ASV_1df18e9ea56b27aa9282777dbf9a4764bea71352,GCA_037046705.1
FW_AS_rep_2,ASV_d018edad67b1a29246c30e3dfffc31a54eda3e59,GCA_035415525.1
FW_AS_rep_2,ASV_da2b0436e21011a9c294ac6635a9fca29eded998,GCA_035410845.1
FW_AS_rep_2,ASV_d7b80fab5fbdd6192bb0747bc8a5b12cb04caff2,GCA_009877105.1
FW_AS_rep_2,ASV_3cfa4449005ff04445130a3ac4ae92ff913f25e2,GCA_031972215.1
FW_AS_rep_2,ASV_9fa80b984c20e7930495f0f00167e6b23f1d0bbd,GCF_024341885.1
FW_AS_rep_2,ASV_4fc0cd3add292d9baf388508ff26bb40bbe27f89,GCA_016191845.1
FW_AS_rep_2,ASV_5a5ff298830725179315759528eb435c1302e2c2,GCA_035332425.1
FW_AS_rep_2,ASV_7212f4c8486651c51d7c6ba5a3a56a3e486e83ee,GCA_035373905.1
FW_AS_rep_2,ASV_87da0899c8c78b2c098c021386fe96c8123cf60d,GCA_016704085.1
FW_AS_rep_2,ASV_af1ce36218c75f135312268f889b2fa181afd302,GCA_012797495.1
FW_AS_rep_2,ASV_8e0dfdea7a62b3fbf75ba69f3331ad13693999ca,GCA_012797505.1
FW_AS_rep_2,ASV_eef4e0e52962f746afe2e4aca624b4e8e4ebd2ba,GCA_027492415.1
FW_AS_rep_2,ASV_002109c19777ad33b88ba523a080a3a8d5f70e8a,GCA_029554755.1
FW_AS_rep_2,ASV_88cce8aafa887f95fe2c1a2391a22ff6bedc3049,GCA_022708185.1
FW_AS_rep_2,ASV_bb0f19e19ff5047f8efd2cdcd6be889053bea2b5,GCA_029547845.1
FW_AS_rep_2,ASV_ed596fe5b4c4f28c636679abe5e50f45d22b8a21,GCA_044223705.1
FW_AS_rep_2,ASV_08c93005a69e9f43f3e01864dd823dbdc006623b,GCA_963751515.1
FW_AS_rep_2,ASV_d697e52ad2744602560297755934f30180af1754,GCA_963746195.1
FW_AS_rep_2,ASV_6a0814351fde81d1299453270d106cd15a127855,GCA_963765065.1
FW_AS_rep_2,ASV_afc45cbfbfe3acf4d802f1b959e64ec74d0d374a,GCA_003574895.1
FW_AS_rep_2,ASV_5628b7bde8d6f28638ca9581f3c944843753bc12,GCA_022840635.1
FW_AS_rep_2,ASV_32a38074fce3fa9e3774452aef74db363faa52c0,GCA_029569365.1
FW_AS_rep_2,ASV_2638c37b5a078674a4d3ead717ecf8b21fb9052b,GCA_036847425.1
FW_AS_rep_2,ASV_a1b290bc6493a44d9c20093f3bed98cd03b6fc53,GCA_035410845.1
FW_AS_rep_2,ASV_044c36a06f990e25e79a9c1c64ee33e5a0b13ef9,GCA_029565215.1
FW_AS_rep_2,ASV_79818deb53b4170e2e6afe9f409689617326f9d5,GCA_018437055.1
