sample,feature_id,genome_id
FW_TWAS_rep_2,ASV_f3dc7c1069913fa5864fe975fa8af5bd98f89099,GCA_046329365.1
FW_TWAS_rep_2,ASV_10ddce4c8dd94d5e047159e739cf71883544f000,GCA_046347895.1
FW_TWAS_rep_2,ASV_d30ff2432497d15fdc636379ff4ec61d5f1256e0,GCF_014645495.1
FW_TWAS_rep_2,ASV_3c643bf8357d283f757f23611708b311030f538a,GCF_003115115.2
FW_TWAS_rep_2,ASV_d92dda4f2e75fd6fc21c1b7baa1dfe94bc435ef4,GCA_016717055.1
FW_TWAS_rep_2,ASV_68bc35d6cf6f2d6842ebf4d9d8c14ab9b97fa0e2,GCA_963779155.1
FW_TWAS_rep_2,ASV_21e741955fe55b8bbb1271452b75a4ee1fa1f935,GCA_041396145.1
FW_TWAS_rep_2,ASV_429fc68f4c3bb63014b0cee6f0f94fc25a147942,GCA_017347485.1
FW_TWAS_rep_2,ASV_4726a74fab340b043fde835d068f06e8cfe6c4d7,GCF_026261605.1
FW_TWAS_rep_2,ASV_9627f994d3f8162b004c61b4f43fee3ef122e05e,GCA_046351615.1
FW_TWAS_rep_2,ASV_9545c781b9ac80e8d67896a55010b0c4b72096b1,GCA_036387945.1
FW_TWAS_rep_2,ASV_7ec9e090e8639617693512bb2cb7334863023af4,GCA_046329855.1
FW_TWAS_rep_2,ASV_dd1b3f59050030089da625bd388ad566c1233878,GCF_025821515.1
FW_TWAS_rep_2,ASV_18bad7fa31d83051942ecdc9a71a2370877bd259,GCA_050183115.1
FW_TWAS_rep_2,ASV_3cd51e4a9cdb72ddb260c8d00159d203183f7917,GCA_046327955.1
FW_TWAS_rep_2,ASV_5c826948fe5894fb8e3998269908f4aed2d6963a,GCA_937871805.1
FW_TWAS_rep_2,ASV_b5259cf9333b28d9b4a9cf69802009032231f59c,GCA_016722305.1
FW_TWAS_rep_2,ASV_e586a5584430cacd10472a14994f8107cf912e7d,GCA_943370345.1
FW_TWAS_rep_2,ASV_7b63982775e2c494c2aaffcfdcdd6cb677df530f,GCA_035332425.1
FW_TWAS_rep_2,ASV_0585e67060005277f68f2199f3eecb51d074feca,GCA_046316935.1
FW_TWAS_rep_2,ASV_d914ddbaf284e07e0204036992aecab27a3cbb6b,GCA_016714715.1
FW_TWAS_rep_2,ASV_6e76cb363f0fd7823b752f11576d72f651472629,GCA_963712105.1
FW_TWAS_rep_2,ASV_ec9ea72ec9ca693c1270876a5c151286d67ba7dd,GCA_037200505.1
FW_TWAS_rep_2,ASV_55847c1161fb37e9ef89b3920c656a88cd27abca,GCA_016707485.1
FW_TWAS_rep_2,ASV_e3652422118b59bb9c6ea78b5a44a7cda5cc701c,GCA_036403075.1
FW_TWAS_rep_2,ASV_fc829ba5a43cd96bc706503a41f76e2e3ba05e66,GCA_036504335.1
FW_TWAS_rep_2,ASV_a022f5cd727e1637ba8a52b2cc980c5a8a359fb3,GCA_046348625.1
FW_TWAS_rep_2,ASV_b328f9fe6302b013944a6d341105e24ef7bcb185,GCA_943370345.1
FW_TWAS_rep_2,ASV_e165e94621ad4095c9ee6ef6dd62892b3979f99f,GCA_046329695.1
FW_TWAS_rep_2,ASV_3e54b6655f7f2a1797c3d042bce148e5c4076d2e,GCA_044351045.1
FW_TWAS_rep_2,ASV_e8670186245818f91c2d044c501ce80dd46ee96e,GCA_036569545.1
FW_TWAS_rep_2,ASV_137fff1e332fbf68b94c4b679f3884e84e0a210f,GCA_016713365.1
FW_TWAS_rep_2,ASV_b9a312ee1f72717d7bad8df20ef5069a9372b86f,GCA_964527785.1
FW_TWAS_rep_2,ASV_a086ba8d8397a0f08259cce5cb026255f97eb71e,GCA_963695105.1
FW_TWAS_rep_2,ASV_fd4c2ffac8972ca4a918174d0f8281c25b3ca708,GCA_016705885.1
FW_TWAS_rep_2,ASV_838ceaffdc46f308849a9319ce4a5490e213b4be,GCF_003052295.1
FW_TWAS_rep_2,ASV_b9b166a898ecd76f48eeea64cd1867c85f2258f7,GCA_046331265.1
FW_TWAS_rep_2,ASV_7f62c14e599ee1d06181ae4dbd834472e2c318f9,GCA_964404795.1
FW_TWAS_rep_2,ASV_6b2062bd72205a3086b208d76aafab85139807fc,GCA_016711965.1
FW_TWAS_rep_2,ASV_7d1f5e7465625a138476e8d776477ba2282b7956,GCF_020658055.1
FW_TWAS_rep_2,ASV_6eed6a30e0ff7a58dc0bb35b3181039ee0b64cf2,GCA_046329225.1
FW_TWAS_rep_2,ASV_ba4ace83ab5b1e9111e02978e29d8d4d0d227006,GCA_018003655.1
FW_TWAS_rep_2,ASV_9e668dc359b5cc60b61dea06bf4d53ac967a3946,GCA_035434045.1
FW_TWAS_rep_2,ASV_3d555b727fdc12c8957ba60a6268b167d9a9b20b,GCA_024235995.1
FW_TWAS_rep_2,ASV_60f51aea7101500b5ffb0f6d1255c7bae9423022,GCA_039808765.1
FW_TWAS_rep_2,ASV_cf4a2df85e9feb9aa90b46fc9d3bfbacb484da03,GCA_963779235.1
FW_TWAS_rep_2,ASV_2eefd5a1cc9b8dd731149e130f087c74bf6d5e90,GCA_963712105.1
FW_TWAS_rep_2,ASV_f679ebb6e9c4d53999a91414d6dbad6b6a298818,GCA_034676565.1
FW_TWAS_rep_2,ASV_c8a4ae9e13886238101e51531d9a7ba61fccd816,GCA_014642275.1
FW_TWAS_rep_2,ASV_ee2eb447ce0a6bf61a723abbded9768bf0c61d72,GCF_046764005.1
FW_TWAS_rep_2,ASV_0c591b6e5cf47b760b9b1263e3f75ac3471c1ffb,GCA_044230255.1
FW_TWAS_rep_2,ASV_32265373cb62a1e178abf39125a0324242a48567,GCA_049653105.1
FW_TWAS_rep_2,ASV_74d059443a13e8ae68a15d7e8e18caa825923b7f,GCA_025361645.1
FW_TWAS_rep_2,ASV_6d658eb65e85a977556a3ff5d0067384e9b83a9d,GCA_016722635.1
FW_TWAS_rep_2,ASV_87da0899c8c78b2c098c021386fe96c8123cf60d,GCA_016704085.1
FW_TWAS_rep_2,ASV_145777562bdc4d884d3ae7a4fa66ffcf4ab2fca1,GCF_051958235.1
FW_TWAS_rep_2,ASV_b008c33eebc30fb76d2cf9f4c285476ee09d1aac,GCA_005518185.1
FW_TWAS_rep_2,ASV_70678388e864e31f0be29fd13e02bf37d343437f,GCA_041904965.1
FW_TWAS_rep_2,ASV_03f13404d3e3ad5db9adb9785424b5e0182ea162,GCA_032654705.1
FW_TWAS_rep_2,ASV_f7f8f0d66f15447860b8758f78c82f15192cadc6,GCF_002978245.1
FW_TWAS_rep_2,ASV_dbedc23d4b356002e5fdaf8898b5989c5ca3d690,GCA_041910895.1
FW_TWAS_rep_2,ASV_ccb5e585a64a8020450afef314999aa1a8388bfb,GCA_016700375.1
FW_TWAS_rep_2,ASV_ecf70fd3187c86a233f64f5c9dec5d1bb4acee36,GCA_046350755.1
FW_TWAS_rep_2,ASV_deffee29e5384a5a5eaf72970fa81fdc499eb8c4,GCA_016721425.1
FW_TWAS_rep_2,ASV_0febb021dfeda7c132ce155bef928a71ccbc5fd3,GCA_016702655.1
FW_TWAS_rep_2,ASV_00f4321b2c8c4ae5cc11f91f528f1fd3089a3ae0,GCA_046329585.1
FW_TWAS_rep_2,ASV_34feacf7aefe6bfb0b33f4525a1327e0a0d0d512,GCA_013287665.1
FW_TWAS_rep_2,ASV_e643e425708d619b4816d05a793effe7abeb88dd,GCA_046330625.1
FW_TWAS_rep_2,ASV_13b5cc158e804e39782942ac82d4cfaca887cf9a,GCA_016710995.1
FW_TWAS_rep_2,ASV_2df3bff8dd26fd20f181142c75ad3bc19f90ca0c,GCA_044222245.1
FW_TWAS_rep_2,ASV_d99c57a8603239b5d2ed99aa55d0c8ea1d713322,GCA_017303335.1
FW_TWAS_rep_2,ASV_4f52dd11d6a3f03a060b8715de305561bfdb4803,GCF_027111095.2
FW_TWAS_rep_2,ASV_92b9688ec26d77b9646923ff76f5d5000abdde9f,GCA_051953275.1
FW_TWAS_rep_2,ASV_344aebdef297033af095ed72177ff5b105d85680,GCF_004127515.1
FW_TWAS_rep_2,ASV_2ba925ddc020635fab04132eb39566742bcd260c,GCA_020890945.1
FW_TWAS_rep_2,ASV_fb18c698a00f03323d87e68f4bad2e6abae99bd6,GCA_046329445.1
FW_TWAS_rep_2,ASV_53a46e84e63092f99551e72a13592f5424751b31,GCA_937898325.1
FW_TWAS_rep_2,ASV_253093fb492f6012d4fb04c3f88b1264d4b93c54,GCA_035434385.1
FW_TWAS_rep_2,ASV_f52bc66798d9782a71a7b80d543219c305b792df,GCF_044224635.1
FW_TWAS_rep_2,ASV_6689d87879f9a0a2690c371451e02cb07f563980,GCA_046351595.1
FW_TWAS_rep_2,ASV_924eab0b540d526ec0e9699ed39706c3bd405c93,GCA_046351615.1
FW_TWAS_rep_2,ASV_a1c39124f64ca1ee79a60e753ab4bcb083aacaf0,GCA_016710435.1
FW_TWAS_rep_2,ASV_03fda10b366a8b433f3e3eccefdc68f9278228b9,GCA_037044955.1
FW_TWAS_rep_2,ASV_263ed93f6e48b493e92684311a084750e87a9746,GCA_963814475.1
FW_TWAS_rep_2,ASV_f545f0ec83acdddd76e73b2cee5419e708626c1f,GCA_035248525.1
FW_TWAS_rep_2,ASV_322e9df3013cb5dc8cf657c2f55c450453cc4ed4,GCA_036510065.1
FW_TWAS_rep_2,ASV_2339b3279b5c3123f99bb68ed417c8177f207661,GCA_015075305.1
FW_TWAS_rep_2,ASV_8dcadb7deacae24faf2b727b50d17562bbf28c5a,GCA_963798355.1
FW_TWAS_rep_2,ASV_f9d2ad0ad139413a930f1e5653779d8f0cdcca65,GCA_044238845.1
FW_TWAS_rep_2,ASV_1c41b9aab3de3971aef8a6aaeb04a98716f7b2b6,GCA_046330555.1
FW_TWAS_rep_2,ASV_4975be42e557d96f06fa11605e91f2075ca3a6db,GCA_046348585.1
FW_TWAS_rep_2,ASV_a8241d133ce54d07a7aa1c95c73f2a4302e99494,GCA_016706035.1
FW_TWAS_rep_2,ASV_bcf6c4c79ef621008a4ffa4b3104eeb4210a0118,GCF_049943315.1
FW_TWAS_rep_2,ASV_3cfa4449005ff04445130a3ac4ae92ff913f25e2,GCA_031972215.1
FW_TWAS_rep_2,ASV_766a7d1fc4c23ef5e7ddc7ebc5e200c40c49b4cd,GCF_051962735.1
FW_TWAS_rep_2,ASV_b63bc6392b66e6defb5e027e87f3b6f5352b955a,GCF_049943315.1
FW_TWAS_rep_2,ASV_fbb641edd647e1cfc20b088993de610e25657973,GCA_044227805.1
FW_TWAS_rep_2,ASV_fe976ba5b98462326bc1934fb98580d34ebfa3ff,GCA_044224235.1
FW_TWAS_rep_2,ASV_33cd13e6790cc038ae0933b3128dedadfc12c994,GCA_044369385.1
FW_TWAS_rep_2,ASV_c9b0fb38a878415bde8bc501111eca34ada47b26,GCF_019430125.1
FW_TWAS_rep_2,ASV_f98d54e3973e2801a4551c7d59791ac9ca49bbff,GCA_900299265.1
FW_TWAS_rep_2,ASV_f1d00dfa0b6f577024a28b9a8e4dd0cfb5495ae8,GCA_008933705.1
FW_TWAS_rep_2,ASV_bee4ed3a888695ec3e3d22ed7b28cefc03e63acf,GCF_001014975.1
FW_TWAS_rep_2,ASV_99fa2e53f0f36f723e9c822e65b149eca071a9b6,GCA_044230255.1
FW_TWAS_rep_2,ASV_6a805cbc19fda4c45dd96212a3645ce6221aa7f7,GCA_016721245.1
FW_TWAS_rep_2,ASV_aee16cb78944de9c0169acb0acdea64329509b5e,GCF_051958015.1
FW_TWAS_rep_2,ASV_8f3fb3f37003141387237e917396ba80a63e6fb2,GCA_016714645.1
FW_TWAS_rep_2,ASV_fe685ad52ef0044e5c8480169e452f9054287e1f,GCA_044220735.1
FW_TWAS_rep_2,ASV_515e1ef7ddf9e303b5139961e91b3b1099512289,GCA_016703135.1
FW_TWAS_rep_2,ASV_5a5ff298830725179315759528eb435c1302e2c2,GCA_035332425.1
FW_TWAS_rep_2,ASV_bd0b8b01b0968166f6fe3b45da8c31c243850eeb,GCA_964247385.1
