sample,genome_id,gene_id,marker_id,bits,evalue,fident
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000001.1,sucD,102,1.026e-24,0.446
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000009.1,extracellular_protease,122,1.598e-30,0.411
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000005.1,fadE,240,5.375e-71,0.398
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000002.1,fadB,192,8.002e-56,0.407
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000004.1,mmcE,285,9.052e-80,0.362
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000001.1,fadB,166,9.519e-48,0.348
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000006.1,lctC,384,1.92e-119,0.462
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000002.1,pepN,68,8.463e-14,0.297
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000007.1,pfor,45,9.836e-7,0.225
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000003.1,lysophospholipase,53,4.466e-10,0.277
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000004.1,thl,271,1.026e-81,0.432
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000010.1,fadB,125,3.879e-31,0.3
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000007.1,folD,310,7.16e-97,0.563
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000007.1,mvhG,51,1.186e-9,0.327
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000002.1,ilvE,66,4.795e-14,0.282
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000003.1,cazy_GH43,60,2.498e-11,0.264
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000007.1,frhB,43,2.033e-7,0.383
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000001.1,pfor,42,3.194e-6,0.279
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000004.1,dtpT,324,1.792e-97,0.37
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000003.1,fdhA,48,5.068e-8,0.432
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000002.1,bcd,262,9.09e-79,0.389
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000005.1,oppB,201,2.643e-58,0.486
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000001.1,hbd,240,5.136e-73,0.482
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000002.1,pepT,234,8.302e-69,0.389
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000003.1,etfA,163,1.323e-46,0.426
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000001.1,extracellular_protease,69,3.222e-14,0.285
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000005.1,susC,484,3.418e-146,0.336
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000010.1,pepQ,138,2.575e-36,0.358
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000001.1,sucC,363,9.327e-113,0.478
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000003.1,hbd,85,1.055e-20,0.435
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000008.1,ilvE,248,1.17e-74,0.406
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000001.1,susC,644,4.88e-200,0.405
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000002.1,hbd,302,5.282e-94,0.538
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000007.1,susC,689,5.436e-214,0.403
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000002.1,sucD,348,3.136e-110,0.615
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000007.1,susD,205,5.082e-58,0.37
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000001.1,rnfB,42,4.222e-6,0.365
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000011.1,fdhA,44,2.9e-6,0.197
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000003.1,mmcE,675,4.193e-219,0.636
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000003.1,hydA,82,1.209e-18,0.278
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000001.1,susD,129,5.463e-33,0.278
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000003.1,frhG,45,8.244e-8,0.328
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000002.1,oppB,169,1.295e-47,0.355
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000006.1,adh,61,1.793e-12,0.278
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000001.1,agl,83,2.648e-18,0.329
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000005.1,susD,139,2.479e-36,0.3
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000007.1,etfA,197,1.216e-57,0.403
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000008.1,adh,48,1.878e-8,0.272
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000003.1,thl,416,1.791e-131,0.56
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000007.1,frhG,48,9.703e-9,0.274
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000005.1,dppC,184,1.152e-52,0.434
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000007.1,pepN,169,1.043e-44,0.289
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000001.1,fwdA,46,3.785e-7,0.415
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000006.1,pepN,99,4.06e-23,0.256
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000006.1,fadB,88,2.404e-21,0.308
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000002.1,cazy_GH13,98,2.746e-23,0.294
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000004.1,susC,86,2.454e-19,0.232
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000009.1,bcd,365,1.016e-113,0.518
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000006.1,acs,738,1.562e-238,0.553
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000005.1,bcd,345,3.578e-107,0.466
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000010.1,etfA,44,1.779e-6,0.361
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000002.1,susC,84,5.255e-19,0.298
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000010.1,hbd,136,2.756e-34,0.312
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000002.1,adh,72,7.096e-16,0.259
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000011.1,endopeptidase,219,1.307e-63,0.401
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000009.1,fadE,268,2.245e-80,0.425
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000003.1,pgi,661,3.862e-214,0.614
FW_TWAS_rep_2,GCA_044230255.1,JBGARK010000003.1,crt,200,1.722e-59,0.426
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000001.1,hydA,72,1.308e-15,0.276
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,sucD,328,4.088e-103,0.586
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000006.1,gapA,287,4.678e-88,0.468
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000007.1,oppB,141,8.314e-38,0.307
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,bcd,378,1.749e-118,0.529
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,extracellular_protease,101,3.432e-24,0.269
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000006.1,fadE,259,6.071e-78,0.418
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000001.1,bcd,231,6.963e-68,0.368
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000007.1,dppB,122,5.546e-31,0.344
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000001.1,frhG,43,3.369e-7,0.328
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000003.1,susC,44,3.602e-6,0.262
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,susD,122,3.745e-33,0.376
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000007.1,acs,136,5.071e-35,0.274
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000007.1,dppA,110,9.601e-27,0.221
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,pepN,48,9.01e-8,0.233
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,fadD,266,2.727e-77,0.35
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000007.1,pepO,561,2.922e-177,0.447
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000007.1,pepQ,101,2.226e-24,0.279
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,pfor,42,6.821e-6,0.33
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000001.1,pepA,297,1.203e-90,0.442
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,mmcE,300,1.083e-84,0.371
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000006.1,endopeptidase,53,1.904e-9,0.217
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000001.1,extracellular_protease,143,8.501e-37,0.347
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,cazy_GH9,71,1.661e-14,0.328
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000007.1,susD,139,3.634e-38,0.337
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000008.1,fadE,232,6.244e-68,0.43
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000008.1,pepN,67,2.599e-13,0.243
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000001.1,susC,562,1.084e-172,0.37
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,hbd,244,5.935e-73,0.413
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000007.1,pepN,209,6.168e-57,0.3
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000001.1,fadE,236,2.317e-67,0.384
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,fadB,169,1.993e-47,0.312
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000001.1,frhB,40,4.84e-6,0.27
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000007.1,oppA,113,1.004e-27,0.25
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000001.1,endopeptidase,44,4.379e-6,0.279
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000006.1,bcd,359,2.593e-112,0.481
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,pyk,149,2.391e-42,0.4
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,etfA,191,1.651e-55,0.381
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000006.1,tdcB,226,1.863e-67,0.412
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000004.1,adh,94,1.517e-23,0.302
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000007.1,susC,716,3.736e-224,0.417
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000004.1,susD,77,1.702e-16,0.331
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000001.1,mvhG,41,1.398e-6,0.454
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,glcP,206,4.18e-59,0.324
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,crt,164,2.594e-47,0.379
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,mmcG,102,1.235e-27,0.433
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000006.1,fadD,117,5.687e-29,0.257
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000004.1,aldh,44,1.656e-6,0.219
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000007.1,fadD,247,1.314e-71,0.34
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,pepQ,126,1.11e-32,0.285
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000008.1,bcd,154,1.28e-41,0.33
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,thl,410,1.164e-129,0.573
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,agl,170,2.641e-46,0.294
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,pepT,68,3.398e-14,0.254
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000001.1,susD,93,7.915e-22,0.271
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000007.1,dppC,116,2.254e-29,0.293
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,acylglycerol_lipase,48,1.826e-8,0.275
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,pfkA,308,4.503e-96,0.516
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,fadE,274,6.717e-83,0.417
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000008.1,mmcE,478,2.451e-148,0.525
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,etfB,145,6.857e-41,0.368
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,ilvE,83,3.111e-20,0.34
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000006.1,gdh,465,4.446e-147,0.524
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000008.1,mmcF,121,4.25e-30,0.461
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000004.1,cazy_GH13,74,2.887e-15,0.267
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000007.1,lipase,50,4.578e-8,0.442
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,susC,449,4.012e-138,0.387
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000006.1,acs,753,7.199e-244,0.587
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000004.1,susC,646,8.226e-201,0.406
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,fadA,325,2.83e-100,0.482
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,dtpT,422,2.187e-132,0.484
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000003.1,ilvE,267,7.976e-81,0.42
FW_TWAS_rep_2,GCA_963746195.1,CAVVAS010000005.1,cazy_GH13,233,4.764e-67,0.407
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000035.1,mer,112,9.326e-28,0.305
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000035.1,hbd,234,2.036e-65,0.408
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000002.1,etfA,317,2.202e-98,0.646
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000002.1,ilvE,48,1.61e-7,0.307
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000035.1,etfB,308,1.755e-96,0.682
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000023.1,gapA,175,7.703e-50,0.363
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000031.1,fadB,116,2.445e-30,0.37
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000028.1,fadB,188,6.58e-55,0.401
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000001.1,etfA,63,3.734e-13,0.284
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000028.1,tdcB,70,6.287e-15,0.284
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000012.1,pepN,401,7.413e-119,0.409
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000003.1,gdh,1170,0.0,0.554
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000028.1,adh,77,6.868e-18,0.278
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000003.1,lctD,86,4.363e-21,0.313
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000028.1,frhB,45,7.105e-7,0.343
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000032.1,fadB,74,1.316e-16,0.312
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000044.1,fadE,104,2.067e-24,0.282
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000018.1,ackA,341,1.109e-103,0.495
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000035.1,fadB,398,9.222e-120,0.355
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000026.1,etfA,74,1.044e-16,0.29
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000001.1,crt,136,2.304e-37,0.388
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000032.1,acs,68,8.615e-14,0.242
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000035.1,crt,229,4.539e-69,0.488
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000003.1,fadD,66,3.464e-13,0.241
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000010.1,fdhA,126,1.832e-31,0.268
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000032.1,fadD,212,9.755e-60,0.349
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000045.1,tdcB,325,2e-98,0.447
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000020.1,oppA,115,3.714e-28,0.257
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000012.1,rnfB,221,1.067e-67,0.666
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000044.1,bcd,98,7.544e-23,0.275
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000031.1,etfA,126,1.605e-33,0.383
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000003.1,frhG,43,2.033e-7,0.247
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000003.1,hydA,86,4.662e-19,0.301
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000030.1,susC,65,7.094e-13,0.214
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000029.1,lysophospholipase,53,1.344e-9,0.369
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000002.1,crt,158,2.696e-45,0.394
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000012.1,cdhC,50,3.236e-9,0.343
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000018.1,crt,139,1.207e-38,0.357
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000032.1,edd,223,8.807e-63,0.323
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000035.1,thl,274,4.55e-81,0.422
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000032.1,mmcE,523,7.396e-163,0.517
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000034.1,fadE,48,6.743e-8,0.405
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000018.1,pta,221,9.493e-64,0.495
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000041.1,adh,56,9.165e-11,0.303
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000043.1,endopeptidase,94,6.578e-22,0.328
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000002.1,etfB,300,1.051e-93,0.661
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000012.1,hydA,50,2.406e-9,0.355
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000043.1,aldh,42,5.781e-6,0.232
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000044.1,thl,157,9.82e-46,0.487
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000035.1,fadE,153,3.228e-41,0.35
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000012.1,gapA,291,2.478e-89,0.489
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000044.1,fadA,159,1.492e-46,0.474
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000030.1,fwdA,44,1.773e-6,0.355
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000001.1,fadA,251,9.285e-75,0.418
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000035.1,fadD,232,1.322e-66,0.336
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000015.1,mdh,175,3.918e-49,0.436
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000018.1,hbd,178,2.732e-51,0.404
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000020.1,oppB,136,3.37e-35,0.35
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000020.1,dppB,128,3.207e-34,0.286
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000005.1,lysophospholipase,166,6.692e-48,0.409
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000020.1,dppC,118,1.228e-29,0.307
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000036.1,adh,64,1.565e-13,0.298
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000001.1,fadE,312,5.497e-96,0.476
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000004.1,pta,116,2.423e-28,0.263
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000045.1,endopeptidase,87,1.306e-20,0.296
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000002.1,fadE,145,1.418e-37,0.338
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000026.1,crt,143,4.094e-40,0.373
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000033.1,acs,51,3.095e-9,0.325
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000035.1,etfA,292,2.428e-90,0.577
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000001.1,acs,138,2.751e-35,0.26
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000012.1,pepQ,163,1.318e-44,0.372
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000041.1,crt,190,2.191e-54,0.388
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000001.1,fadD,216,9.542e-61,0.322
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000002.1,acs,115,3.71e-29,0.313
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000012.1,pfkA,74,5.035e-16,0.302
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000035.1,fdhA,353,6.757e-104,0.336
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000012.1,pfor,46,2.504e-7,0.257
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000028.1,acylglycerol_lipase,41,3.031e-6,0.379
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000028.1,edd,235,4.344e-67,0.323
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000021.1,acylglycerol_lipase,54,5.731e-10,0.26
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000041.1,etfB,109,1.259e-28,0.374
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000026.1,fadB,141,1.222e-36,0.328
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000032.1,mmcF,123,1.356e-30,0.507
FW_TWAS_rep_2,GCA_034676565.1,JAUCCD010000032.1,etfA,58,1.645e-11,0.293
